account_id,customer_id,account_type,currency,balance,opened_date,status,branch_code,interest_rate,last_activity_date
A0249,C0035,CREDIT,ZAR,-6161.75,2022-05-28,ACTIVE,BR586,11.59,2023-05-04
A0250,C0113,CREDIT,ZAR,-98890.7,2025-06-15,ACTIVE,BR442,0.99,2026-02-02
A0251,C0021,CREDIT,ZAR,-70994.41,2020-04-26,ACTIVE,BR521,9.53,2025-02-13
A0252,C0922,SAVINGS,ZAR,18348.84,2019-10-14,ACTIVE,BR554,3.7,2024-07-19
A0253,C0252,CREDIT,ZAR,-78872.6,2021-09-16,ACTIVE,BR760,5.78,2022-11-22
A0254,C0415,SAVINGS,ZAR,235554.5,2025-03-02,ACTIVE,BR223,7.08,2025-07-18
A0255,C0188,CHEQUE,ZAR,81229.09,2024-03-29,DORMANT,BR586,0.0,2025-11-07
A0256,C0084,FIXED_DEPOSIT,ZAR,1232473.65,2024-09-13,ACTIVE,BR562,6.6,2026-02-14
A0257,C0224,MONEY_MARKET,ZAR,2536787.73,2019-09-09,ACTIVE,BR712,10.2,2020-03-18
A0258,C0770,MONEY_MARKET,ZAR,1065968.69,2021-04-12,ACTIVE,BR411,8.66,2022-03-24
A0259,C0633,CREDIT,ZAR,-13154.2,2023-10-11,ACTIVE,BR593,12.35,2023-11-29
A0260,C0653,FIXED_DEPOSIT,ZAR,652079.16,2024-12-15,ACTIVE,BR786,8.14,2026-07-22
A0261,C0849,CHEQUE,ZAR,19179.39,2017-07-23,ACTIVE,BR368,0.0,2024-10-27
A0262,C0784,CREDIT,ZAR,-29984.12,2020-09-26,ACTIVE,BR985,5.32,2025-09-13
A0263,C0401,SAVINGS,ZAR,103045.78,2020-07-25,DORMANT,BR880,1.34,2022-05-23
A0264,C0986,CREDIT,ZAR,-32383.4,2026-06-10,DORMANT,BR585,2.8,2026-08-23
A0265,C0786,CREDIT,ZAR,-16302.21,2017-12-27,DORMANT,BR182,8.57,2024-05-04
A0266,C0164,CREDIT,ZAR,-50946.19,2026-06-08,ACTIVE,BR528,8.93,2026-09-14
A0267,C0824,CHEQUE,ZAR,42842.99,2024-08-30,ACTIVE,BR855,0.0,2024-09-05
A0268,C0843,CREDIT,ZAR,-16954.15,2020-09-28,ACTIVE,BR275,5.36,2024-01-06
A0269,C0212,CHEQUE,ZAR,142182.48,2016-05-03,ACTIVE,BR803,0.0,2023-10-17
A0270,C0090,CHEQUE,ZAR,133287.22,2025-11-30,ACTIVE,BR434,0.0,2026-05-03
A0271,C0020,CREDIT,ZAR,-88704.53,2023-10-06,ACTIVE,BR679,7.83,2026-02-09
A0272,C0390,MONEY_MARKET,ZAR,3014131.28,2016-04-19,ACTIVE,BR448,10.33,2021-03-22
A0273,C0377,CHEQUE,ZAR,47985.03,2016-01-09,ACTIVE,BR266,0.0,2019-01-25
A0274,C0935,CHEQUE,ZAR,100089.09,2022-04-18,ACTIVE,BR774,0.0,2026-09-14
A0275,C0056,CHEQUE,ZAR,137961.82,2025-02-06,ACTIVE,BR810,0.0,2025-04-24
A0276,C0552,MONEY_MARKET,ZAR,602647.92,2024-02-16,ACTIVE,BR980,11.63,2025-03-17
A0277,C0657,MONEY_MARKET,ZAR,1391842.57,2026-09-11,ACTIVE,BR216,4.62,2026-09-15
A0278,C0774,CREDIT,ZAR,-24137.65,2025-09-07,CLOSED,BR205,5.06,2026-01-14
A0279,C0741,CREDIT,ZAR,-34183.02,2026-04-30,CLOSED,BR769,6.63,2026-07-23
A0280,C0963,SAVINGS,ZAR,224439.27,2018-03-29,ACTIVE,BR587,1.15,2024-12-15
A0281,C0646,CHEQUE,ZAR,56160.48,2020-08-15,ACTIVE,BR149,0.0,2022-11-26
A0282,C0645,SAVINGS,ZAR,269756.67,2021-10-02,ACTIVE,BR986,12.03,2022-02-13
A0283,C0412,MONEY_MARKET,ZAR,793602.07,2017-10-14,ACTIVE,BR524,7.1,2025-02-01
A0284,C0307,FIXED_DEPOSIT,ZAR,1686470.14,2025-05-04,ACTIVE,BR130,8.43,2025-05-13
A0285,C0529,MONEY_MARKET,ZAR,2562829.66,2017-08-26,ACTIVE,BR447,11.92,2019-09-18
A0286,C0283,MONEY_MARKET,ZAR,489645.7,2023-01-29,ACTIVE,BR102,5.58,2026-05-26
A0287,C0615,SAVINGS,ZAR,442290.7,2024-01-24,ACTIVE,BR212,2.56,2025-05-21
A0288,C0136,MONEY_MARKET,ZAR,127002.15,2020-05-24,ACTIVE,BR236,10.59,2023-02-01
A0289,C0468,CREDIT,ZAR,-94318.14,2017-05-06,ACTIVE,BR279,12.43,2022-01-25
A0290,C0923,CHEQUE,ZAR,175884.45,2023-07-17,ACTIVE,BR323,0.0,2025-05-14
A0291,C0646,CREDIT,ZAR,-34903.93,2020-04-11,ACTIVE,BR442,12.48,2025-09-16
A0292,C0183,SAVINGS,ZAR,5574.92,2016-11-28,ACTIVE,BR929,8.44,2024-04-14
A0293,C0167,CHEQUE,ZAR,129814.04,2019-05-06,ACTIVE,BR517,0.0,2026-01-12
A0294,C0093,SAVINGS,ZAR,469400.1,2022-07-26,ACTIVE,BR328,6.0,2023-12-17
A0295,C0565,SAVINGS,ZAR,454745.39,2018-01-18,ACTIVE,BR514,10.38,2025-12-11
A0296,C0625,SAVINGS,ZAR,188423.59,2018-10-20,ACTIVE,BR100,2.08,2022-02-03
A0297,C0326,CHEQUE,ZAR,22256.31,2020-03-17,ACTIVE,BR806,0.0,2023-08-31
A0298,C0364,SAVINGS,ZAR,111230.72,2019-12-12,ACTIVE,BR361,6.51,2020-10-31
A0299,C0451,CREDIT,ZAR,-21022.72,2025-02-20,ACTIVE,BR385,8.66,2025-10-26
A0300,C0719,MONEY_MARKET,ZAR,1396287.47,2025-04-10,DORMANT,BR622,7.06,2025-08-09
A0301,C0735,FIXED_DEPOSIT,ZAR,1144211.55,2025-10-21,FROZEN,BR354,6.71,2026-03-11
A0302,C0156,MONEY_MARKET,ZAR,4995360.53,2020-08-10,CLOSED,BR336,5.63,2024-11-18
A0303,C0475,MONEY_MARKET,ZAR,3041379.11,2025-01-17,ACTIVE,BR641,5.39,2026-09-08
A0304,C0382,SAVINGS,ZAR,290780.26,2017-06-13,ACTIVE,BR596,12.11,2024-12-03
A0305,C0767,CHEQUE,ZAR,5352.03,2017-07-06,ACTIVE,BR719,0.0,2023-05-24
A0306,C0170,MONEY_MARKET,ZAR,4808167.75,2018-01-25,ACTIVE,BR231,0.63,2022-09-28
A0307,C0990,MONEY_MARKET,ZAR,2295839.26,2016-10-24,CLOSED,BR697,5.4,2018-12-07
A0308,C0625,FIXED_DEPOSIT,ZAR,1970680.79,2020-03-24,CLOSED,BR715,8.39,2021-12-16
A0309,C0755,CREDIT,ZAR,-39679.75,2026-04-05,CLOSED,BR661,3.48,2026-06-26
A0310,C0489,CREDIT,ZAR,-13483.87,2024-03-28,ACTIVE,BR627,6.07,2025-08-17
A0311,C0192,MONEY_MARKET,ZAR,1892236.27,2022-11-07,ACTIVE,BR112,4.11,2024-03-26
A0312,C0177,FIXED_DEPOSIT,ZAR,107222.91,2021-11-21,CLOSED,BR926,3.52,2025-04-19
A0313,C0336,CHEQUE,ZAR,36029.12,2017-01-26,ACTIVE,BR294,0.0,2025-08-23
A0314,C0159,CREDIT,ZAR,-895.79,2016-12-12,ACTIVE,BR130,0.55,2017-09-10
A0315,C0051,FIXED_DEPOSIT,ZAR,1308219.17,2019-05-03,ACTIVE,BR577,11.66,2020-12-24
A0316,C0765,CREDIT,ZAR,-5610.49,2024-02-15,CLOSED,BR412,9.39,2025-12-23
A0317,C0035,CHEQUE,ZAR,173496.62,2025-07-25,ACTIVE,BR677,0.0,2025-08-30
A0318,C0122,CHEQUE,ZAR,-1580.05,2019-05-15,ACTIVE,BR688,0.0,2024-12-04
A0319,C0923,FIXED_DEPOSIT,ZAR,1274779.89,2017-09-15,ACTIVE,BR235,0.9,2024-07-30
A0320,C0660,CREDIT,ZAR,-67277.5,2020-11-15,ACTIVE,BR404,2.42,2022-05-23
A0321,C0012,FIXED_DEPOSIT,ZAR,665717.98,2026-03-10,CLOSED,BR764,2.32,2026-07-20
A0322,C0345,CHEQUE,ZAR,165488.42,2018-08-14,ACTIVE,BR596,0.0,2023-05-27
A0323,C0966,MONEY_MARKET,ZAR,4011978.07,2022-10-28,ACTIVE,BR367,7.2,2026-04-20
A0324,C0938,MONEY_MARKET,ZAR,4691578.38,2017-05-27,CLOSED,BR947,9.82,2026-07-23
A0325,C0878,SAVINGS,ZAR,185073.78,2023-04-12,ACTIVE,BR104,1.52,2025-04-27
A0326,C0958,CHEQUE,ZAR,-4430.48,2023-01-16,ACTIVE,BR518,0.0,2023-08-09
A0327,C0586,CREDIT,ZAR,-66679.45,2020-10-29,ACTIVE,BR875,9.67,2024-01-31
A0328,C0254,SAVINGS,ZAR,397721.8,2019-06-22,ACTIVE,BR363,1.95,2021-04-21
A0329,C0988,FIXED_DEPOSIT,ZAR,154359.78,2018-07-12,ACTIVE,BR776,7.92,2023-01-24
A0330,C0054,SAVINGS,ZAR,248150.7,2016-02-22,ACTIVE,BR757,2.53,2021-09-15
A0331,C0232,FIXED_DEPOSIT,ZAR,843896.99,2016-09-11,ACTIVE,BR880,8.46,2017-03-14
A0332,C0342,CHEQUE,ZAR,165831.83,2023-10-17,ACTIVE,BR697,0.0,2024-03-10
A0333,C0529,CREDIT,ZAR,-51572.08,2018-03-23,ACTIVE,BR141,2.78,2026-06-06
A0334,C0301,CHEQUE,ZAR,169615.75,2025-02-01,ACTIVE,BR966,0.0,2026-05-06
A0335,C0624,FIXED_DEPOSIT,ZAR,10170.0,2022-03-02,ACTIVE,BR541,0.81,2026-05-15
A0336,C0887,CREDIT,ZAR,-87132.92,2020-08-30,ACTIVE,BR167,11.58,2020-09-20
A0337,C0330,MONEY_MARKET,ZAR,427270.88,2020-08-20,ACTIVE,BR173,9.94,2021-01-06
A0338,C0800,CREDIT,ZAR,-2501.18,2025-07-27,ACTIVE,BR811,3.37,2026-06-28
A0339,C0552,CHEQUE,ZAR,116583.35,2025-09-08,ACTIVE,BR460,0.0,2026-03-23
A0340,C0038,CHEQUE,ZAR,119028.8,2018-11-13,ACTIVE,BR913,0.0,2022-11-02
A0341,C0353,CREDIT,ZAR,-65368.33,2016-01-06,ACTIVE,BR846,9.34,2017-01-30
A0342,C0856,FIXED_DEPOSIT,ZAR,909264.54,2026-01-14,ACTIVE,BR919,7.93,2026-07-04
A0343,C0617,FIXED_DEPOSIT,ZAR,1336146.86,2018-10-16,CLOSED,BR148,8.26,2024-02-03
A0344,C0292,SAVINGS,ZAR,5752.83,2016-07-26,ACTIVE,BR948,10.11,2024-08-09
A0345,C0915,FIXED_DEPOSIT,ZAR,630398.89,2019-07-30,ACTIVE,BR118,12.43,2022-05-13
A0346,C0808,CREDIT,ZAR,-28815.67,2026-05-09,ACTIVE,BR183,10.15,2026-05-15
A0347,C0392,CHEQUE,ZAR,75699.53,2022-08-07,ACTIVE,BR856,0.0,2026-09-12
A0348,C0527,SAVINGS,ZAR,185936.19,2018-09-04,DORMANT,BR667,5.29,2021-10-19
A0349,C0456,SAVINGS,ZAR,267135.68,2023-05-27,ACTIVE,BR501,4.36,2025-04-18
A0350,C0392,SAVINGS,ZAR,141314.03,2026-02-08,ACTIVE,BR714,2.98,2026-04-01
A0351,C0739,CHEQUE,ZAR,80592.35,2019-11-04,ACTIVE,BR294,0.0,2026-08-16
A0352,C0270,MONEY_MARKET,ZAR,4257520.81,2019-05-13,ACTIVE,BR619,11.3,2024-03-16
A0353,C0518,MONEY_MARKET,ZAR,3613179.55,2016-06-23,ACTIVE,BR594,12.41,2016-12-14
A0354,C0043,CREDIT,ZAR,-2095.21,2017-11-19,ACTIVE,BR713,8.89,2018-12-03
A0355,C0741,CREDIT,ZAR,-17767.53,2025-05-29,ACTIVE,BR388,10.89,2025-07-08
A0356,C0698,SAVINGS,ZAR,428093.81,2018-03-28,ACTIVE,BR499,5.04,2019-04-26
A0357,C0283,FIXED_DEPOSIT,ZAR,1111554.21,2022-01-09,ACTIVE,BR451,2.46,2024-04-05
A0358,C0674,CHEQUE,ZAR,19457.5,2018-02-02,ACTIVE,BR512,0.0,2018-06-14
A0359,C0818,FIXED_DEPOSIT,ZAR,1370650.91,2021-02-05,FROZEN,BR250,0.72,2023-08-19
A0360,C0482,CREDIT,ZAR,-32187.94,2026-02-23,ACTIVE,BR379,4.86,2026-05-05
A0361,C0744,FIXED_DEPOSIT,ZAR,1399465.6,2021-05-21,ACTIVE,BR984,6.88,2026-05-21
A0362,C0656,CHEQUE,ZAR,178557.0,2026-04-20,ACTIVE,BR868,0.0,2026-05-06
A0363,C0764,FIXED_DEPOSIT,ZAR,156123.2,2020-05-18,ACTIVE,BR447,9.25,2023-06-07
A0364,C0812,MONEY_MARKET,ZAR,2455292.03,2025-10-29,ACTIVE,BR517,2.09,2026-05-25
A0365,C0335,CHEQUE,ZAR,139140.22,2018-10-13,ACTIVE,BR102,0.0,2022-11-09
A0366,C0142,CHEQUE,ZAR,148553.26,2016-02-25,ACTIVE,BR647,0.0,2019-07-12
A0367,C0383,SAVINGS,ZAR,243132.29,2017-06-15,ACTIVE,BR559,0.57,2021-10-22
A0368,C0050,CREDIT,ZAR,-66935.59,2020-07-01,DORMANT,BR502,3.34,2024-12-09
A0369,C0445,MONEY_MARKET,ZAR,4154713.45,2018-09-04,ACTIVE,BR232,9.27,2025-11-11
A0370,C0649,SAVINGS,ZAR,214524.51,2023-04-04,DORMANT,BR738,7.04,2023-12-07
A0371,C0222,SAVINGS,ZAR,293362.17,2025-08-21,ACTIVE,BR268,1.2,2026-09-04
A0372,C0030,CHEQUE,ZAR,24348.29,2023-03-02,ACTIVE,BR722,0.0,2024-08-20
A0373,C0706,FIXED_DEPOSIT,ZAR,408061.67,2017-10-09,CLOSED,BR875,4.95,2023-01-05
A0374,C0237,CREDIT,ZAR,-14253.19,2020-02-10,ACTIVE,BR944,2.74,2024-07-05
A0375,C0639,SAVINGS,ZAR,358332.25,2016-07-21,ACTIVE,BR236,10.86,2021-10-01
A0376,C0835,FIXED_DEPOSIT,ZAR,1895569.5,2026-04-14,CLOSED,BR777,4.36,2026-06-22
A0377,C0141,CREDIT,ZAR,-95615.53,2026-09-03,ACTIVE,BR670,12.05,2026-09-07
A0378,C0338,FIXED_DEPOSIT,ZAR,458006.82,2026-05-19,ACTIVE,BR670,0.7,2026-07-29
A0379,C0562,SAVINGS,ZAR,297661.96,2024-01-21,ACTIVE,BR458,6.85,2024-11-06
A0380,C0339,FIXED_DEPOSIT,ZAR,802292.46,2024-07-18,ACTIVE,BR987,2.51,2026-06-20
A0381,C0127,FIXED_DEPOSIT,ZAR,991713.67,2017-09-03,ACTIVE,BR422,8.89,2021-12-07
A0382,C0993,SAVINGS,ZAR,405827.66,2018-08-19,ACTIVE,BR530,10.58,2022-02-07
A0383,C0032,CREDIT,ZAR,-55235.51,2020-09-28,ACTIVE,BR984,8.18,2025-06-20
A0384,C0135,MONEY_MARKET,ZAR,1023864.64,2016-03-06,ACTIVE,BR164,4.89,2020-04-09
A0385,C0384,SAVINGS,ZAR,477450.93,2016-10-17,ACTIVE,BR169,5.79,2024-05-30
A0386,C0509,SAVINGS,ZAR,404500.76,2020-09-29,ACTIVE,BR155,4.66,2025-09-05
A0387,C0383,CREDIT,ZAR,-87105.15,2016-09-10,ACTIVE,BR176,3.01,2023-04-26
A0388,C0453,FIXED_DEPOSIT,ZAR,1138663.58,2019-06-13,ACTIVE,BR484,12.12,2023-07-18
A0389,C0697,CHEQUE,ZAR,161388.35,2017-02-01,ACTIVE,BR578,0.0,2023-08-19
A0390,C0741,SAVINGS,ZAR,230171.48,2019-07-31,ACTIVE,BR852,1.46,2025-06-18
A0391,C0408,CREDIT,ZAR,-56527.28,2021-12-17,ACTIVE,BR407,10.67,2024-03-24
A0392,C0440,CREDIT,ZAR,-66990.23,2018-05-29,DORMANT,BR667,3.32,2022-01-08
A0393,C0271,CREDIT,ZAR,-37279.87,2021-07-20,ACTIVE,BR505,7.06,2021-08-03
A0394,C0480,FIXED_DEPOSIT,ZAR,107860.3,2023-09-13,ACTIVE,BR348,12.43,2026-05-19
A0395,C0749,MONEY_MARKET,ZAR,489075.81,2024-12-26,ACTIVE,BR976,0.57,2025-04-07
A0396,C0168,CREDIT,ZAR,-97446.66,2018-01-30,ACTIVE,BR600,3.4,2020-03-16
A0397,C0724,CHEQUE,ZAR,118759.4,2023-09-28,ACTIVE,BR905,0.0,2024-06-26
A0398,C0882,CHEQUE,ZAR,77998.86,2022-05-05,ACTIVE,BR290,0.0,2025-06-26
A0399,C0246,CHEQUE,ZAR,151432.75,2019-08-12,DORMANT,BR923,0.0,2024-10-08
A0400,C0881,MONEY_MARKET,ZAR,2989009.64,2022-12-03,ACTIVE,BR269,5.77,2024-03-31
A0401,C0727,CREDIT,ZAR,-84054.63,2026-06-18,ACTIVE,BR988,4.56,2026-07-06
A0402,C0245,SAVINGS,ZAR,343036.66,2017-07-13,ACTIVE,BR196,3.52,2017-07-13
A0403,C0632,SAVINGS,ZAR,94530.55,2020-09-29,ACTIVE,BR279,6.7,2024-01-13
A0404,C0985,CHEQUE,ZAR,55869.1,2018-05-20,ACTIVE,BR719,0.0,2025-01-03
A0405,C0911,CREDIT,ZAR,-39189.21,2017-09-03,ACTIVE,BR594,4.48,2021-04-10
A0406,C0863,SAVINGS,ZAR,134437.63,2019-09-06,ACTIVE,BR498,1.19,2024-08-22
A0407,C0583,FIXED_DEPOSIT,ZAR,1382555.11,2020-11-22,ACTIVE,BR306,7.11,2023-05-16
A0408,C0004,SAVINGS,ZAR,358338.84,2016-04-30,ACTIVE,BR391,12.32,2018-09-21
A0409,C0793,CHEQUE,ZAR,150465.45,2018-01-24,FROZEN,BR842,0.0,2019-10-02
A0410,C0461,CHEQUE,ZAR,90825.08,2021-07-11,ACTIVE,BR177,0.0,2023-11-06
A0411,C0984,CREDIT,ZAR,-96623.01,2023-11-06,ACTIVE,BR405,9.26,2024-01-02
A0412,C0213,MONEY_MARKET,ZAR,2814632.88,2016-01-15,ACTIVE,BR487,10.07,2019-10-18
A0413,C0174,CREDIT,ZAR,-37609.51,2019-07-06,ACTIVE,BR238,8.06,2020-06-17
A0414,C0485,SAVINGS,ZAR,395563.59,2023-03-07,ACTIVE,BR154,2.09,2025-12-16
A0415,C0692,FIXED_DEPOSIT,ZAR,1299527.49,2016-03-16,ACTIVE,BR900,9.6,2021-11-18
A0416,C0465,CHEQUE,ZAR,81150.84,2020-10-19,ACTIVE,BR102,0.0,2025-08-14
A0417,C0863,CHEQUE,ZAR,3202.01,2016-02-26,ACTIVE,BR295,0.0,2025-03-06
A0418,C0366,CREDIT,ZAR,-36570.73,2023-06-06,ACTIVE,BR513,11.1,2024-11-24
A0419,C0073,MONEY_MARKET,ZAR,1449486.29,2024-03-04,ACTIVE,BR422,7.64,2025-12-25
A0420,C0107,CREDIT,ZAR,-47728.14,2018-05-05,ACTIVE,BR701,8.89,2024-09-27
A0421,C0589,MONEY_MARKET,ZAR,4201282.13,2024-05-24,ACTIVE,BR962,12.47,2026-08-10
A0422,C0614,SAVINGS,ZAR,456956.02,2018-11-21,ACTIVE,BR135,7.57,2025-11-04
A0423,C0322,FIXED_DEPOSIT,ZAR,38270.03,2025-02-15,ACTIVE,BR819,10.11,2025-09-15
A0424,C0427,CHEQUE,ZAR,153890.9,2025-03-27,ACTIVE,BR321,0.0,2025-08-04
A0425,C0228,CHEQUE,ZAR,194948.73,2024-05-10,ACTIVE,BR490,0.0,2024-08-21
A0426,C0161,CHEQUE,ZAR,142313.21,2017-02-17,ACTIVE,BR646,0.0,2026-03-01
A0427,C0888,SAVINGS,ZAR,455123.73,2023-05-29,ACTIVE,BR395,7.25,2025-04-23
A0428,C0017,CHEQUE,ZAR,-4162.83,2018-10-27,ACTIVE,BR801,0.0,2023-11-14
A0429,C0716,MONEY_MARKET,ZAR,4939165.71,2024-04-24,DORMANT,BR240,11.42,2026-08-08
A0430,C0721,CREDIT,ZAR,-8457.98,2021-12-15,CLOSED,BR407,2.57,2025-07-11
A0431,C0408,CHEQUE,ZAR,141602.15,2019-10-28,ACTIVE,BR812,0.0,2025-05-02
A0432,C0526,SAVINGS,ZAR,387198.19,2025-07-02,ACTIVE,BR231,2.96,2026-03-28
A0433,C0495,CREDIT,ZAR,-94219.14,2023-04-12,ACTIVE,BR968,3.98,2025-06-14
A0434,C0394,CREDIT,ZAR,-30247.15,2016-07-21,FROZEN,BR304,8.87,2019-06-02
A0435,C0379,CREDIT,ZAR,-59918.59,2023-03-16,ACTIVE,BR688,7.69,2024-09-21
A0436,C0772,MONEY_MARKET,ZAR,3413268.32,2016-04-10,ACTIVE,BR803,5.83,2019-04-18
A0437,C0816,CREDIT,ZAR,-61317.94,2024-09-09,DORMANT,BR654,3.4,2024-09-12
A0438,C0941,CREDIT,ZAR,-55522.6,2025-08-15,ACTIVE,BR923,1.93,2026-05-20
A0439,C0902,SAVINGS,ZAR,70440.37,2022-06-08,ACTIVE,BR510,2.09,2022-12-27
A0440,C0365,MONEY_MARKET,ZAR,4509298.41,2019-08-14,ACTIVE,BR800,6.58,2022-09-24
A0441,C0682,FIXED_DEPOSIT,ZAR,1854310.21,2021-08-06,CLOSED,BR430,4.43,2025-11-06
A0442,C0506,FIXED_DEPOSIT,ZAR,710609.48,2025-12-18,FROZEN,BR276,3.56,2026-07-26
A0443,C0008,FIXED_DEPOSIT,ZAR,114083.2,2016-01-24,ACTIVE,BR445,6.75,2025-02-19
A0444,C0544,MONEY_MARKET,ZAR,4286388.7,2025-01-24,ACTIVE,BR158,4.79,2026-03-24
A0445,C0262,MONEY_MARKET,ZAR,1659225.74,2019-12-16,ACTIVE,BR362,10.84,2022-11-15
A0446,C0525,SAVINGS,ZAR,294405.34,2024-08-19,ACTIVE,BR403,0.56,2025-03-13
A0447,C0417,CHEQUE,ZAR,181990.62,2021-12-07,FROZEN,BR117,0.0,2024-10-21
A0448,C0326,CHEQUE,ZAR,163219.36,2025-05-19,DORMANT,BR847,0.0,2025-06-20
A0449,C0982,MONEY_MARKET,ZAR,1263494.51,2016-03-22,ACTIVE,BR737,4.08,2019-03-23
A0450,C0218,CHEQUE,ZAR,100102.38,2026-04-11,ACTIVE,BR277,0.0,2026-04-22
A0451,C0050,FIXED_DEPOSIT,ZAR,1085709.12,2024-03-14,ACTIVE,BR328,0.86,2025-11-27
A0452,C0071,FIXED_DEPOSIT,ZAR,433056.42,2024-05-16,ACTIVE,BR112,7.51,2025-08-02
A0453,C0622,SAVINGS,ZAR,237867.63,2025-03-27,ACTIVE,BR964,11.53,2026-08-07
A0454,C0280,CHEQUE,ZAR,64010.25,2025-06-05,ACTIVE,BR375,0.0,2025-07-31
A0455,C0399,CHEQUE,ZAR,119925.54,2020-01-25,ACTIVE,BR405,0.0,2023-08-18
A0456,C0210,SAVINGS,ZAR,177033.35,2021-03-15,ACTIVE,BR869,8.8,2022-11-17
A0457,C0587,CREDIT,ZAR,-67813.19,2016-02-28,ACTIVE,BR328,7.38,2023-10-01
A0458,C0345,SAVINGS,ZAR,292280.54,2025-12-17,ACTIVE,BR661,1.04,2026-07-26
A0459,C0735,SAVINGS,ZAR,308533.93,2017-11-21,ACTIVE,BR766,10.96,2018-05-21
A0460,C0363,CHEQUE,ZAR,181826.25,2017-01-03,ACTIVE,BR881,0.0,2018-07-30
A0461,C0288,FIXED_DEPOSIT,ZAR,1224943.11,2021-11-02,DORMANT,BR579,2.79,2023-08-03
A0462,C0233,CHEQUE,ZAR,14755.65,2016-06-16,ACTIVE,BR780,0.0,2021-08-12
A0463,C0546,MONEY_MARKET,ZAR,2212092.54,2019-03-16,ACTIVE,BR474,11.97,2020-06-23
A0464,C0526,FIXED_DEPOSIT,ZAR,1799714.56,2016-09-30,ACTIVE,BR803,6.77,2018-07-13
A0465,C0513,CHEQUE,ZAR,102006.36,2016-01-16,ACTIVE,BR959,0.0,2022-11-03
A0466,C0657,FIXED_DEPOSIT,ZAR,1044799.44,2024-10-27,ACTIVE,BR626,10.17,2025-08-06
A0467,C0431,SAVINGS,ZAR,79670.84,2022-05-25,ACTIVE,BR325,2.52,2024-10-20
A0468,C0659,SAVINGS,ZAR,180361.2,2024-04-06,ACTIVE,BR833,7.97,2025-01-17
A0469,C0431,CHEQUE,ZAR,166921.95,2021-02-24,ACTIVE,BR628,0.0,2022-04-29
A0470,C0455,SAVINGS,ZAR,96315.65,2025-07-10,ACTIVE,BR512,2.68,2026-05-08
A0471,C0990,CHEQUE,ZAR,126659.52,2023-05-15,ACTIVE,BR480,0.0,2023-11-19
A0472,C0915,CREDIT,ZAR,-20177.1,2026-05-09,ACTIVE,BR653,6.51,2026-07-23
A0473,C0391,CHEQUE,ZAR,163782.38,2025-12-09,DORMANT,BR676,0.0,2026-05-17
A0474,C0562,MONEY_MARKET,ZAR,2988913.02,2022-12-26,ACTIVE,BR530,11.63,2024-04-21
A0475,C0743,CHEQUE,ZAR,24604.4,2021-02-27,ACTIVE,BR221,0.0,2023-09-07
A0476,C0969,CREDIT,ZAR,-42072.85,2021-08-20,FROZEN,BR275,3.24,2025-06-11
A0477,C0037,CREDIT,ZAR,-29157.06,2016-08-19,ACTIVE,BR538,4.3,2019-09-10
A0478,C0654,CREDIT,ZAR,-55197.9,2023-01-15,ACTIVE,BR665,3.87,2025-08-26
A0479,C0331,MONEY_MARKET,ZAR,3531171.37,2022-07-07,ACTIVE,BR910,5.84,2025-04-18
A0480,C0208,FIXED_DEPOSIT,ZAR,1190763.35,2019-07-09,ACTIVE,BR938,11.04,2025-08-16
A0481,C0702,CREDIT,ZAR,-96020.85,2023-01-01,ACTIVE,BR315,6.05,2023-05-16
A0482,C0067,FIXED_DEPOSIT,ZAR,647607.14,2022-07-16,ACTIVE,BR671,7.47,2024-08-10
A0483,C0781,CREDIT,ZAR,-28779.25,2022-10-28,ACTIVE,BR514,10.42,2024-01-01
A0484,C0564,CREDIT,ZAR,-48827.36,2018-12-15,ACTIVE,BR637,0.77,2020-09-12
A0485,C0491,SAVINGS,ZAR,199356.98,2023-09-07,ACTIVE,BR707,5.29,2024-04-16
A0486,C0959,CHEQUE,ZAR,124477.31,2017-04-14,ACTIVE,BR128,0.0,2024-05-15
A0487,C0091,FIXED_DEPOSIT,ZAR,1098892.25,2024-04-11,DORMANT,BR202,2.36,2025-11-12
A0488,C0660,CREDIT,ZAR,-61303.34,2021-11-12,ACTIVE,BR880,1.68,2026-03-01
A0489,C0828,CHEQUE,ZAR,443.34,2025-02-22,DORMANT,BR107,0.0,2026-04-09
A0490,C0779,MONEY_MARKET,ZAR,4256558.16,2024-01-08,ACTIVE,BR994,1.92,2025-04-17
A0491,C0225,CREDIT,ZAR,-51895.24,2017-06-24,ACTIVE,BR668,2.23,2023-09-07
A0492,C0237,CREDIT,ZAR,-77609.63,2026-01-07,CLOSED,BR623,8.45,2026-08-12
A0493,C0312,MONEY_MARKET,ZAR,3056986.11,2023-06-01,ACTIVE,BR147,3.41,2025-03-09
A0494,C0503,SAVINGS,ZAR,164019.03,2020-09-19,ACTIVE,BR523,10.85,2023-03-30
A0495,C0363,CHEQUE,ZAR,136555.99,2019-10-17,ACTIVE,BR598,0.0,2024-10-01
A0496,C0104,CHEQUE,ZAR,152018.14,2024-04-17,DORMANT,BR773,0.0,2024-11-26
A0497,C0338,SAVINGS,ZAR,170197.78,2019-08-15,ACTIVE,BR964,9.71,2024-07-21
A0498,C0131,SAVINGS,ZAR,321889.36,2020-01-04,ACTIVE,BR732,7.74,2022-07-03
A0499,C0728,CREDIT,ZAR,-17783.2,2019-01-26,ACTIVE,BR418,4.91,2024-10-11
