payment_id,customer_id,account_id,policy_id,amount,currency,payment_date,payment_method,status,reference,failure_reason
PAY001145,C0539,A1399,POL0373,1489.5,ZAR,2026-03-28,CARD,COMPLETED,PAYREFFDCDEBD60B,
PAY001146,C0184,A0482,POL0581,497.93,ZAR,2024-02-26,MOBILE,COMPLETED,PAYREF3A2616D88F,
PAY001147,C0931,A0299,POL0097,2499.62,ZAR,2025-03-16,MOBILE,COMPLETED,PAYREF1CA1A0B10C,
PAY001148,C0880,A0717,POL0221,515.83,ZAR,2024-04-23,EFT,COMPLETED,PAYREFC533D98747,
PAY001149,C0151,A1391,POL0570,1400.21,ZAR,2026-03-22,DEBIT_ORDER,COMPLETED,PAYREF08FF420C93,
PAY001150,C0365,A0765,POL0314,1522.44,ZAR,2026-07-24,CARD,COMPLETED,PAYREF63A35CDA83,
PAY001151,C0587,A0718,POL0577,677.16,ZAR,2024-05-31,CARD,COMPLETED,PAYREFF7BC548AF4,
PAY001152,C0637,A1452,POL0262,862.95,ZAR,2025-03-27,EFT,COMPLETED,PAYREF543F2C3413,
PAY001153,C0749,A1432,,555.57,ZAR,2024-09-14,CASH,COMPLETED,PAYREF7EE8753DDB,
PAY001154,C0452,A1184,POL0190,1076.42,ZAR,2026-05-17,DEBIT_ORDER,COMPLETED,PAYREF81B386D87D,
PAY001155,C0479,A1169,,419.19,ZAR,2025-11-01,CASH,COMPLETED,PAYREF03EA1C8507,
PAY001156,C0867,A1103,,876.99,ZAR,2025-01-23,EFT,COMPLETED,PAYREF04FDE97E62,
PAY001157,C0465,A1365,,2318.07,ZAR,2025-02-06,EFT,PENDING,PAYREFE350DACF03,
PAY001158,C0012,A0176,,351.87,ZAR,2025-11-26,EFT,PENDING,PAYREF661704ACF4,
PAY001159,C0290,A1281,,673.8,ZAR,2025-08-16,EFT,FAILED,PAYREF9A67EA7E98,Insufficient funds
PAY001160,C0920,A0740,POL0689,1841.36,ZAR,2024-09-12,CASH,COMPLETED,PAYREFF2454EBA9B,
PAY001161,C0332,A0039,,137.33,ZAR,2025-02-06,CASH,COMPLETED,PAYREF9D43C6971C,
PAY001162,C0023,A1399,POL0204,7013.44,ZAR,2024-01-12,EFT,COMPLETED,PAYREFF502E06B91,
PAY001163,C0690,A1070,POL0693,3118.97,ZAR,2024-12-05,CASH,COMPLETED,PAYREFB6447AF413,
PAY001164,C0241,A0111,POL0601,235.49,ZAR,2026-07-25,DEBIT_ORDER,COMPLETED,PAYREF30DD1436E6,
PAY001165,C0116,A0809,POL0371,133.73,ZAR,2026-08-11,EFT,COMPLETED,PAYREFC8CD482B7C,
PAY001166,C0966,A0926,POL0531,1129.6,ZAR,2024-03-29,CASH,COMPLETED,PAYREFB0C9039853,
PAY001167,C0039,A0315,,357.72,ZAR,2024-07-31,DEBIT_ORDER,COMPLETED,PAYREFD49862673D,
PAY001168,C0849,A0438,POL0289,2868.35,ZAR,2024-03-17,CARD,FAILED,PAYREF4AE3EBDB08,Insufficient funds
PAY001169,C0088,A1019,,1626.2,ZAR,2024-08-27,MOBILE,COMPLETED,PAYREFB46B52DE5A,
PAY001170,C0419,A1337,POL0483,1240.64,ZAR,2026-04-08,DEBIT_ORDER,COMPLETED,PAYREF36C6E7D3D1,
PAY001171,C0021,A0518,POL0541,620.01,ZAR,2024-03-26,CARD,COMPLETED,PAYREF1B2641A367,
PAY001172,C0394,A1059,,5431.7,ZAR,2026-04-02,CARD,COMPLETED,PAYREF45DDFA4EEF,
PAY001173,C0658,A0885,POL0459,2329.6,ZAR,2024-02-02,MOBILE,COMPLETED,PAYREF47D080C82C,
PAY001174,C0508,A0534,POL0765,2004.53,ZAR,2026-07-18,CASH,FAILED,PAYREFF4B5649541,Invalid account
PAY001175,C0871,A0900,,3641.15,ZAR,2025-10-31,MOBILE,COMPLETED,PAYREF35B4E9ABCC,
PAY001176,C0387,A1012,POL0326,395.89,ZAR,2025-01-01,DEBIT_ORDER,PENDING,PAYREF916D74E2B7,
PAY001177,C0130,A0106,POL0119,3962.93,ZAR,2024-04-02,CARD,COMPLETED,PAYREFB5CC12DA78,
PAY001178,C0473,A0128,POL0072,841.67,ZAR,2024-03-17,DEBIT_ORDER,COMPLETED,PAYREF8D34A073BE,
PAY001179,C0455,A1186,POL0708,1532.61,ZAR,2024-07-27,CARD,COMPLETED,PAYREFE0E1EEE0E3,
PAY001180,C0685,A0491,POL0215,937.8,ZAR,2026-04-11,CARD,COMPLETED,PAYREF252474CF61,
PAY001181,C0755,A1494,,167.69,ZAR,2025-04-22,DEBIT_ORDER,COMPLETED,PAYREFCE159C4B97,
PAY001182,C0431,A0236,POL0209,2856.49,ZAR,2024-02-02,EFT,COMPLETED,PAYREF9BE992D5B2,
PAY001183,C0497,A0175,,176.89,ZAR,2024-05-26,EFT,COMPLETED,PAYREF87E4D71F1F,
PAY001184,C0829,A0168,,417.16,ZAR,2024-09-25,EFT,FAILED,PAYREFD8AF089DD5,Invalid account
PAY001185,C0470,A1085,POL0788,697.27,ZAR,2025-12-12,EFT,COMPLETED,PAYREF02093A8C99,
PAY001186,C0986,A1487,POL0322,155.46,ZAR,2025-12-22,EFT,COMPLETED,PAYREF2FCB443925,
PAY001187,C0805,A0503,,364.81,ZAR,2026-02-19,CASH,COMPLETED,PAYREF6904A5F642,
PAY001188,C0332,A0289,POL0547,1400.83,ZAR,2025-05-10,MOBILE,COMPLETED,PAYREFC7BCD50F7A,
PAY001189,C0715,A0606,POL0357,775.38,ZAR,2025-04-23,CASH,COMPLETED,PAYREF1DFF6A8F15,
PAY001190,C0667,A1265,,842.06,ZAR,2024-08-09,EFT,COMPLETED,PAYREFF9243D562A,
PAY001191,C0693,A0709,,439.22,ZAR,2024-10-31,CARD,PENDING,PAYREF73289583BA,
PAY001192,C0002,A0405,,1148.46,ZAR,2025-01-09,DEBIT_ORDER,COMPLETED,PAYREF4953101ECC,
PAY001193,C0835,A1340,,792.15,ZAR,2024-02-13,DEBIT_ORDER,COMPLETED,PAYREFF17E47CBE0,
PAY001194,C0456,A0287,,212.52,ZAR,2025-10-14,MOBILE,COMPLETED,PAYREF7B9342A943,
PAY001195,C0647,A0848,POL0166,897.02,ZAR,2024-02-01,CARD,COMPLETED,PAYREF4A05318FF2,
PAY001196,C0300,A0064,POL0785,316.74,ZAR,2026-06-27,EFT,COMPLETED,PAYREF7A26D71197,
PAY001197,C0386,A0809,,2691.08,ZAR,2026-01-22,CARD,COMPLETED,PAYREF600337AF28,
PAY001198,C0353,A0406,POL0123,741.37,ZAR,2025-09-18,CARD,COMPLETED,PAYREFB108F3A45C,
PAY001199,C0290,A0807,POL0002,13650.4,ZAR,2024-12-05,DEBIT_ORDER,COMPLETED,PAYREF4946AFE20B,
PAY001200,C0970,A0928,POL0352,2883.91,ZAR,2026-04-24,CASH,COMPLETED,PAYREF86E3559B5F,
PAY001201,C0444,A0293,POL0353,962.69,ZAR,2024-02-15,CARD,FAILED,PAYREF11A9155E8E,Technical error
PAY001202,C0755,A1150,POL0401,1957.61,ZAR,2025-07-26,CASH,COMPLETED,PAYREFB9E32C79AF,
PAY001203,C0978,A0459,,135.67,ZAR,2024-07-19,MOBILE,COMPLETED,PAYREF0D2C70B333,
PAY001204,C0506,A0841,POL0032,2870.9,ZAR,2024-07-02,MOBILE,PENDING,PAYREF934DF5FB3D,
PAY001205,C0636,A0436,,482.85,ZAR,2024-04-18,EFT,COMPLETED,PAYREF3B88390CBE,
PAY001206,C0186,A1184,POL0513,1199.59,ZAR,2025-09-25,EFT,COMPLETED,PAYREF727D383F0C,
PAY001207,C0174,A0056,,529.74,ZAR,2024-06-17,EFT,COMPLETED,PAYREF82C4226ADC,
PAY001208,C0302,A0880,POL0790,589.15,ZAR,2026-01-08,CARD,COMPLETED,PAYREF63A1E18CF2,
PAY001209,C0365,A0431,POL0105,914.95,ZAR,2025-12-05,MOBILE,COMPLETED,PAYREF0E33269C4F,
PAY001210,C0559,A1007,,1184.21,ZAR,2026-05-01,EFT,FAILED,PAYREF479CD16045,Invalid account
PAY001211,C0302,A0214,POL0202,1067.51,ZAR,2025-10-14,CASH,COMPLETED,PAYREFF5112A48C1,
PAY001212,C0128,A0810,,1094.46,ZAR,2024-12-08,DEBIT_ORDER,COMPLETED,PAYREFAA617DAFF0,
PAY001213,C0079,A0839,POL0423,215.79,ZAR,2025-11-19,DEBIT_ORDER,PENDING,PAYREF1B09FF113E,
PAY001214,C0462,A0418,,11294.26,ZAR,2026-07-02,CASH,COMPLETED,PAYREF3FA614FDC5,
PAY001215,C0081,A0861,POL0601,1382.96,ZAR,2024-12-19,EFT,COMPLETED,PAYREF573D126DB4,
PAY001216,C0945,A1125,,1698.61,ZAR,2025-09-28,MOBILE,PENDING,PAYREFFECA2CB58C,
PAY001217,C0103,A1303,POL0685,780.56,ZAR,2026-02-20,CASH,COMPLETED,PAYREF7BC0B132D7,
PAY001218,C0146,A0840,,457.53,ZAR,2025-06-25,EFT,COMPLETED,PAYREFC4AE03A022,
PAY001219,C0653,A1027,POL0747,1275.43,ZAR,2025-04-09,MOBILE,COMPLETED,PAYREFDF50B88B6C,
PAY001220,C0272,A0590,,1464.51,ZAR,2026-07-13,EFT,COMPLETED,PAYREFC6D0E53D03,
PAY001221,C0863,A0117,POL0633,4031.16,ZAR,2024-11-26,EFT,COMPLETED,PAYREFBA83B63CCB,
PAY001222,C0866,A1277,,8757.08,ZAR,2024-10-24,MOBILE,COMPLETED,PAYREFEFAD0ADDCA,
PAY001223,C0778,A0065,POL0504,4803.13,ZAR,2026-03-07,EFT,COMPLETED,PAYREFF59FA35327,
PAY001224,C0781,A1445,POL0038,187.44,ZAR,2026-05-05,MOBILE,COMPLETED,PAYREF5341AC68B2,
PAY001225,C0005,A1128,,692.0,ZAR,2024-12-07,DEBIT_ORDER,COMPLETED,PAYREF34BDA5FA2D,
PAY001226,C0881,A0111,,1534.28,ZAR,2024-04-28,MOBILE,COMPLETED,PAYREF6F1B845A3C,
PAY001227,C0604,A1342,POL0612,734.89,ZAR,2024-12-09,MOBILE,COMPLETED,PAYREF36D017EE0C,
PAY001228,C0342,A0295,POL0501,1049.61,ZAR,2025-11-12,DEBIT_ORDER,COMPLETED,PAYREF61C3029D65,
PAY001229,C0218,A1293,,128.36,ZAR,2025-02-01,DEBIT_ORDER,COMPLETED,PAYREF238A8C4067,
PAY001230,C0777,A0357,POL0397,2735.89,ZAR,2024-05-24,EFT,FAILED,PAYREFA6722D27A2,Technical error
PAY001231,C0772,A0741,POL0783,168.1,ZAR,2025-02-15,EFT,COMPLETED,PAYREF2D786EF282,
PAY001232,C0024,A0830,POL0275,227.58,ZAR,2026-01-19,MOBILE,FAILED,PAYREF5A8B34EB54,Account closed
PAY001233,C0446,A0314,,397.55,ZAR,2024-09-21,DEBIT_ORDER,COMPLETED,PAYREF07447130B3,
PAY001234,C0521,A0135,,994.72,ZAR,2024-08-29,CARD,COMPLETED,PAYREFC01C0DC553,
PAY001235,C0655,A0857,POL0081,216.43,ZAR,2025-12-13,DEBIT_ORDER,COMPLETED,PAYREF0ED39F7900,
PAY001236,C0668,A0459,POL0495,379.79,ZAR,2026-08-12,CARD,COMPLETED,PAYREF231C601755,
PAY001237,C0257,A0625,POL0170,3459.73,ZAR,2024-06-20,CARD,COMPLETED,PAYREF1F22E0A03B,
PAY001238,C0810,A1204,,980.09,ZAR,2024-01-22,DEBIT_ORDER,COMPLETED,PAYREF0612F14B77,
PAY001239,C0780,A1294,POL0029,1691.8,ZAR,2024-04-24,EFT,PENDING,PAYREF39A45AFB07,
PAY001240,C0958,A1412,,318.54,ZAR,2025-02-16,MOBILE,COMPLETED,PAYREFBE16993E3E,
PAY001241,C0594,A1101,,1039.16,ZAR,2024-01-18,DEBIT_ORDER,COMPLETED,PAYREFB1205A97DE,
PAY001242,C0986,A0405,,957.32,ZAR,2024-10-06,EFT,COMPLETED,PAYREF5268A78D1D,
PAY001243,C0489,A0839,POL0123,495.09,ZAR,2024-12-25,EFT,COMPLETED,PAYREF46C600FAEF,
PAY001244,C0738,A0126,POL0064,1042.03,ZAR,2026-05-28,EFT,COMPLETED,PAYREFDFCE3CA9A7,
PAY001245,C0191,A0475,,165.32,ZAR,2024-04-14,CARD,COMPLETED,PAYREFA04D4B503F,
PAY001246,C0380,A0567,POL0548,1700.38,ZAR,2024-03-04,CARD,COMPLETED,PAYREF863C1B2EE5,
PAY001247,C0553,A0250,POL0258,735.47,ZAR,2025-01-01,CARD,COMPLETED,PAYREF3C880AFE12,
PAY001248,C0907,A0135,POL0795,847.92,ZAR,2025-03-05,CARD,COMPLETED,PAYREFE3841CA0BD,
PAY001249,C0629,A0894,,2570.27,ZAR,2024-02-01,DEBIT_ORDER,COMPLETED,PAYREFB3390FF750,
PAY001250,C0871,A0761,POL0534,1689.24,ZAR,2026-04-30,CARD,COMPLETED,PAYREFB1F21AA2E2,
PAY001251,C0503,A0246,,797.64,ZAR,2024-09-30,DEBIT_ORDER,COMPLETED,PAYREFA693D869E8,
PAY001252,C0954,A0634,,359.03,ZAR,2024-04-08,CARD,COMPLETED,PAYREFAF6EBD71C0,
PAY001253,C0932,A1447,POL0713,4140.87,ZAR,2024-01-25,EFT,COMPLETED,PAYREF70976B64B5,
PAY001254,C0662,A0604,,287.11,ZAR,2026-08-23,MOBILE,FAILED,PAYREF38136FB36F,Insufficient funds
PAY001255,C0071,A0543,,2057.75,ZAR,2025-01-13,DEBIT_ORDER,COMPLETED,PAYREF4455AFDB1C,
PAY001256,C0975,A0471,,221.98,ZAR,2026-06-18,MOBILE,COMPLETED,PAYREF263550ECE0,
PAY001257,C0786,A0880,,2745.93,ZAR,2025-12-14,CASH,COMPLETED,PAYREF6F2B71B715,
PAY001258,C0909,A0034,POL0320,3012.73,ZAR,2025-01-20,CASH,COMPLETED,PAYREF4613DEE2DD,
PAY001259,C0875,A0933,POL0444,161.97,ZAR,2025-10-04,EFT,COMPLETED,PAYREF81B2F3D044,
PAY001260,C0144,A0621,POL0547,1718.72,ZAR,2026-05-30,MOBILE,COMPLETED,PAYREFC9354B3CB8,
PAY001261,C0193,A0633,,1582.09,ZAR,2024-09-08,CARD,COMPLETED,PAYREFA5CAFA3B25,
PAY001262,C0519,A1060,POL0520,2215.09,ZAR,2025-07-05,DEBIT_ORDER,COMPLETED,PAYREF3FA7ED3337,
PAY001263,C0766,A0023,POL0182,1580.1,ZAR,2025-05-26,CASH,FAILED,PAYREFFAE81A7ED5,Limit exceeded
PAY001264,C0562,A0881,,418.92,ZAR,2025-05-01,MOBILE,COMPLETED,PAYREF8DE0E12337,
PAY001265,C0565,A1327,,882.51,ZAR,2025-06-23,CARD,REVERSED,PAYREFA805BA20E1,
PAY001266,C0091,A1171,,5794.4,ZAR,2024-08-25,DEBIT_ORDER,PENDING,PAYREF4A8A3F7820,
PAY001267,C0747,A0941,POL0330,362.2,ZAR,2026-05-25,MOBILE,COMPLETED,PAYREFC217C673F1,
PAY001268,C0656,A0986,POL0364,1514.53,ZAR,2025-02-19,MOBILE,COMPLETED,PAYREFC3519E9744,
PAY001269,C0202,A0369,POL0722,3467.72,ZAR,2024-05-13,EFT,COMPLETED,PAYREFF40C804DC6,
PAY001270,C0998,A1115,POL0632,407.18,ZAR,2025-02-09,EFT,COMPLETED,PAYREFDD71CC871A,
PAY001271,C0956,A0620,POL0317,265.92,ZAR,2025-06-15,EFT,COMPLETED,PAYREF3DAD1778FA,
PAY001272,C0881,A0948,POL0228,309.17,ZAR,2024-06-07,DEBIT_ORDER,COMPLETED,PAYREF366F11662F,
PAY001273,C0329,A0898,,1627.78,ZAR,2026-05-02,CASH,COMPLETED,PAYREF72D332D57C,
PAY001274,C0985,A0935,POL0571,306.55,ZAR,2024-06-10,CARD,COMPLETED,PAYREFC3E03B102B,
PAY001275,C0922,A1097,,957.8,ZAR,2024-05-05,DEBIT_ORDER,REVERSED,PAYREF6B641EB55E,
PAY001276,C0397,A0699,POL0758,4321.13,ZAR,2025-04-13,EFT,COMPLETED,PAYREF19666143C8,
PAY001277,C0276,A0846,,1041.79,ZAR,2026-03-15,EFT,COMPLETED,PAYREF5393082A02,
PAY001278,C0858,A1343,POL0431,503.8,ZAR,2024-01-07,CARD,COMPLETED,PAYREF99C9297CC9,
PAY001279,C0189,A0598,POL0712,1243.16,ZAR,2025-03-05,EFT,COMPLETED,PAYREFE137555945,
PAY001280,C0827,A0893,POL0683,1023.85,ZAR,2026-09-13,CASH,FAILED,PAYREFD47FC9917A,Technical error
PAY001281,C0006,A1478,,1724.44,ZAR,2024-03-08,CARD,COMPLETED,PAYREF48159D5AF2,
PAY001282,C0392,A0135,POL0100,5536.65,ZAR,2024-11-28,CASH,COMPLETED,PAYREF84C1D793E8,
PAY001283,C0007,A1184,POL0588,1630.71,ZAR,2024-03-25,DEBIT_ORDER,COMPLETED,PAYREF2F5CBDA008,
PAY001284,C0512,A1093,,8381.5,ZAR,2026-07-15,CASH,COMPLETED,PAYREF9AFC7A696D,
PAY001285,C0081,A0718,POL0775,1729.01,ZAR,2025-11-04,DEBIT_ORDER,COMPLETED,PAYREF888E5D250B,
PAY001286,C0743,A1468,POL0091,509.11,ZAR,2024-02-06,CARD,COMPLETED,PAYREF5EE61B0877,
PAY001287,C0074,A0193,POL0532,10810.82,ZAR,2025-02-20,EFT,COMPLETED,PAYREFFC19C1C768,
PAY001288,C0421,A0873,POL0456,967.95,ZAR,2025-05-25,EFT,COMPLETED,PAYREF9B516258C4,
PAY001289,C0592,A1260,POL0694,381.88,ZAR,2024-05-16,CARD,COMPLETED,PAYREF889358DC58,
PAY001290,C0652,A0495,POL0148,11200.67,ZAR,2024-04-01,CASH,COMPLETED,PAYREFC8C8E4AFA4,
PAY001291,C0225,A0943,,526.83,ZAR,2024-01-26,CARD,FAILED,PAYREF61E6C21415,Invalid account
PAY001292,C0513,A0412,,506.54,ZAR,2026-01-14,EFT,COMPLETED,PAYREFCF4CFDE5F7,
PAY001293,C0530,A0412,POL0514,631.77,ZAR,2026-05-19,CARD,COMPLETED,PAYREF275BAC492D,
PAY001294,C0353,A0766,,1292.88,ZAR,2024-10-05,DEBIT_ORDER,COMPLETED,PAYREF3A309D7BC8,
PAY001295,C0023,A0351,POL0741,2781.82,ZAR,2024-06-26,DEBIT_ORDER,FAILED,PAYREF6B91B6491F,Technical error
PAY001296,C0312,A1329,POL0041,77.57,ZAR,2026-05-18,CARD,COMPLETED,PAYREFC78F9058BD,
PAY001297,C0998,A0970,POL0669,2769.72,ZAR,2024-01-29,CARD,COMPLETED,PAYREF8B15092342,
PAY001298,C0178,A1229,POL0430,629.84,ZAR,2024-11-08,EFT,REVERSED,PAYREF5CE0F40A67,
PAY001299,C0721,A0735,POL0382,725.68,ZAR,2024-05-09,DEBIT_ORDER,COMPLETED,PAYREF96F8691ADF,
PAY001300,C0144,A0286,,6094.8,ZAR,2025-02-12,CASH,COMPLETED,PAYREFE4A03F99BC,
PAY001301,C0017,A1299,,1357.38,ZAR,2024-12-29,EFT,COMPLETED,PAYREF885F8152BE,
PAY001302,C0721,A0358,POL0465,1715.91,ZAR,2024-04-25,DEBIT_ORDER,COMPLETED,PAYREFE4CDA39F57,
PAY001303,C0240,A1186,POL0253,1044.65,ZAR,2024-03-08,CARD,COMPLETED,PAYREF9E5EBD7AFA,
PAY001304,C0813,A0816,POL0713,2353.46,ZAR,2025-08-07,DEBIT_ORDER,COMPLETED,PAYREFAC217A6EE1,
PAY001305,C0209,A0937,POL0067,5530.37,ZAR,2024-08-14,EFT,COMPLETED,PAYREF1B7D8CBA8B,
PAY001306,C0447,A0960,,92.29,ZAR,2026-07-26,MOBILE,COMPLETED,PAYREFF461A745DF,
PAY001307,C0104,A0224,POL0086,3244.18,ZAR,2024-04-25,DEBIT_ORDER,PENDING,PAYREFC777852306,
PAY001308,C0706,A0321,,5151.45,ZAR,2025-02-06,EFT,COMPLETED,PAYREF93CAD2F06C,
PAY001309,C0729,A1152,,1809.97,ZAR,2025-11-30,CARD,COMPLETED,PAYREF064BCBE8AE,
PAY001310,C0576,A1461,,557.04,ZAR,2025-01-28,CARD,PENDING,PAYREF9899799DCD,
PAY001311,C0064,A0454,,346.45,ZAR,2026-06-22,CARD,COMPLETED,PAYREF0BCEE3F0BE,
PAY001312,C0271,A1189,,11635.84,ZAR,2024-11-01,CASH,COMPLETED,PAYREFE7A3BF5F07,
PAY001313,C0789,A1000,POL0595,443.64,ZAR,2024-08-22,MOBILE,COMPLETED,PAYREF3162077605,
PAY001314,C0408,A0672,POL0688,5002.24,ZAR,2024-02-01,MOBILE,PENDING,PAYREFD593133306,
PAY001315,C0671,A0405,POL0552,1620.53,ZAR,2025-03-30,CASH,COMPLETED,PAYREF198206D3F5,
PAY001316,C0634,A0937,,8483.1,ZAR,2024-08-11,MOBILE,COMPLETED,PAYREF611FA7BD89,
PAY001317,C0763,A1201,,797.71,ZAR,2025-07-24,CARD,FAILED,PAYREFDA9A15FFDB,Invalid account
PAY001318,C0534,A0323,POL0171,219.73,ZAR,2024-09-18,CASH,COMPLETED,PAYREF932FA4696A,
PAY001319,C0609,A0123,POL0009,1099.02,ZAR,2026-06-24,DEBIT_ORDER,COMPLETED,PAYREF387A16A159,
PAY001320,C0814,A0707,POL0287,248.03,ZAR,2024-07-12,CASH,PENDING,PAYREFCC29640C34,
PAY001321,C0905,A0648,POL0521,15947.55,ZAR,2024-07-13,EFT,FAILED,PAYREFF61FA1FF9C,Account closed
PAY001322,C0011,A1344,,2058.02,ZAR,2026-07-05,CASH,COMPLETED,PAYREF8D3CF009BB,
PAY001323,C0277,A0498,,2387.81,ZAR,2025-10-05,MOBILE,COMPLETED,PAYREF2ED0670A1F,
PAY001324,C0244,A0257,POL0544,2389.33,ZAR,2024-11-15,CARD,COMPLETED,PAYREF33B9A62B8D,
PAY001325,C0939,A0166,POL0756,548.07,ZAR,2024-11-18,CASH,COMPLETED,PAYREF95022B29B5,
PAY001326,C0770,A0737,,961.0,ZAR,2024-06-02,EFT,PENDING,PAYREF03A2CF2C3C,
PAY001327,C0168,A0961,POL0030,1224.59,ZAR,2025-12-22,EFT,COMPLETED,PAYREF408F0E2FF5,
PAY001328,C0557,A1417,POL0200,7660.93,ZAR,2024-08-16,MOBILE,COMPLETED,PAYREF5A8A92EFAF,
PAY001329,C0941,A1198,POL0327,344.78,ZAR,2026-05-07,MOBILE,COMPLETED,PAYREF178DC49B2D,
PAY001330,C0887,A0012,,529.23,ZAR,2026-07-29,EFT,COMPLETED,PAYREFB5440A262C,
PAY001331,C0271,A1445,POL0247,762.86,ZAR,2024-06-28,EFT,COMPLETED,PAYREFAFD21C5CF4,
PAY001332,C0002,A0952,POL0397,559.11,ZAR,2025-08-30,EFT,COMPLETED,PAYREFA9BF52F29C,
PAY001333,C0932,A0955,,254.95,ZAR,2025-07-26,CASH,REVERSED,PAYREF8F9962F562,
PAY001334,C0492,A0689,POL0460,73.35,ZAR,2026-05-24,CARD,COMPLETED,PAYREF53E20FB127,
PAY001335,C0438,A0333,,176.47,ZAR,2026-02-19,CASH,COMPLETED,PAYREF956A843E0A,
PAY001336,C0606,A0654,POL0123,3291.27,ZAR,2024-08-26,CARD,COMPLETED,PAYREFF884F6C8CD,
PAY001337,C0320,A0995,POL0228,1087.66,ZAR,2024-10-04,EFT,COMPLETED,PAYREF93CE310572,
PAY001338,C0199,A1392,,2528.9,ZAR,2025-08-04,CASH,PENDING,PAYREF108459050C,
PAY001339,C0888,A1207,,612.46,ZAR,2024-01-27,DEBIT_ORDER,FAILED,PAYREFE20F1B213D,Insufficient funds
PAY001340,C0005,A0966,POL0542,993.93,ZAR,2025-10-24,MOBILE,COMPLETED,PAYREF368DD1735F,
PAY001341,C0326,A0812,POL0283,5503.6,ZAR,2026-08-06,MOBILE,COMPLETED,PAYREFCB0A22B0F9,
PAY001342,C0444,A1292,POL0229,5180.84,ZAR,2024-07-26,EFT,PENDING,PAYREFC08759D181,
PAY001343,C0739,A0572,,2812.9,ZAR,2024-07-02,DEBIT_ORDER,COMPLETED,PAYREF965C16676A,
PAY001344,C0089,A1104,POL0161,1342.67,ZAR,2026-07-04,CASH,COMPLETED,PAYREF2A95D566D3,
PAY001345,C0010,A0992,POL0416,1840.83,ZAR,2024-10-09,EFT,COMPLETED,PAYREFFEDDC749A0,
PAY001346,C0498,A1269,POL0033,1588.65,ZAR,2025-12-03,CASH,COMPLETED,PAYREFC07447ABCA,
PAY001347,C0398,A1389,,928.04,ZAR,2025-11-13,CASH,COMPLETED,PAYREF3CF15B94C8,
PAY001348,C0371,A0819,POL0212,731.89,ZAR,2024-01-24,MOBILE,FAILED,PAYREFD29F90A7C1,Invalid account
PAY001349,C0714,A0342,,3368.99,ZAR,2025-07-03,DEBIT_ORDER,COMPLETED,PAYREFFD55F4DD61,
PAY001350,C0604,A1227,POL0790,300.18,ZAR,2024-03-07,EFT,COMPLETED,PAYREF3FE23F4A50,
PAY001351,C0415,A0296,,4853.03,ZAR,2025-04-08,DEBIT_ORDER,COMPLETED,PAYREFC3D39B48E4,
PAY001352,C0857,A1438,POL0321,832.6,ZAR,2024-01-12,CASH,COMPLETED,PAYREF588A4BAE7C,
PAY001353,C0582,A0423,,294.7,ZAR,2026-07-04,CASH,COMPLETED,PAYREFFC9C0147E0,
PAY001354,C0124,A0883,POL0740,635.55,ZAR,2025-03-16,MOBILE,REVERSED,PAYREF14FE8C4547,
PAY001355,C0594,A0597,POL0155,457.42,ZAR,2024-08-04,MOBILE,COMPLETED,PAYREFFF034477E7,
PAY001356,C0598,A0850,,616.66,ZAR,2025-08-07,EFT,COMPLETED,PAYREFCAD41484A9,
PAY001357,C0853,A1283,,605.5,ZAR,2024-07-15,CARD,COMPLETED,PAYREF8CF973E5A0,
PAY001358,C0122,A0848,,581.9,ZAR,2024-10-01,DEBIT_ORDER,COMPLETED,PAYREFF8364BCEC9,
PAY001359,C0230,A1119,POL0081,805.97,ZAR,2024-02-25,MOBILE,PENDING,PAYREF349DC634C3,
PAY001360,C0435,A1310,,1027.85,ZAR,2024-03-29,CARD,COMPLETED,PAYREF170790435A,
PAY001361,C0983,A0596,POL0126,2353.97,ZAR,2024-09-17,DEBIT_ORDER,COMPLETED,PAYREF224BF9A861,
PAY001362,C0804,A0432,,858.38,ZAR,2024-08-15,CASH,COMPLETED,PAYREF96910FE05C,
PAY001363,C0013,A0482,POL0220,1519.32,ZAR,2025-03-20,CASH,COMPLETED,PAYREF857E711AAA,
PAY001364,C0180,A1080,,1104.92,ZAR,2024-10-16,DEBIT_ORDER,COMPLETED,PAYREFF72D85E0F3,
PAY001365,C0647,A1289,POL0116,1882.92,ZAR,2025-01-29,MOBILE,COMPLETED,PAYREF5B306875BB,
PAY001366,C0431,A1381,POL0783,1149.03,ZAR,2024-01-06,CASH,COMPLETED,PAYREF08597A6DB9,
PAY001367,C0731,A0591,,574.32,ZAR,2024-04-18,CASH,PENDING,PAYREFDD1D59EF0B,
PAY001368,C0503,A1147,POL0726,437.82,ZAR,2024-08-15,EFT,COMPLETED,PAYREF122748E4C3,
PAY001369,C0818,A0767,,1353.2,ZAR,2024-09-23,CARD,COMPLETED,PAYREFC5B0A47A86,
PAY001370,C0074,A0026,POL0551,3918.16,ZAR,2025-09-10,DEBIT_ORDER,COMPLETED,PAYREF3D68741A61,
PAY001371,C0940,A0908,POL0671,872.07,ZAR,2026-06-14,CASH,COMPLETED,PAYREFFB65D0CE59,
PAY001372,C0673,A0038,POL0661,544.1,ZAR,2025-09-30,MOBILE,COMPLETED,PAYREF06A6EA9975,
PAY001373,C0036,A0305,POL0415,848.8,ZAR,2026-07-22,CARD,COMPLETED,PAYREFCE5ECAB8FC,
