transaction_id,customer_id,account_id,amount,currency,transaction_date,transaction_time,transaction_type,description,channel,status,reference_number,_quarantine_reason
TX000748,UNKNOWN,A0952,1959.03,ZAR,2024-10-30,10:26:35,INTEREST,Interest - Ref 717712,ATM,COMPLETED,REF708A5BD7506A,BROKEN_FK_customer_id_to_customers
TX000795,FAKE_CC5BEADB,A1379,301.03,ZAR,2024-02-16,00:45:17,FEE,Fee - Ref 974680,ONLINE,COMPLETED,REFD7657E1AF100,BROKEN_FK_customer_id_to_customers
TX000822,UNKNOWN,A0431,2532.74,ZAR,2026-06-18,21:47:22,INTEREST,Interest - Ref 864177,ONLINE,COMPLETED,REF68E488FC4CA2,BROKEN_FK_customer_id_to_customers
TX000834,UNKNOWN,A0862,5614.38,ZAR,2026-04-03,04:41:53,TRANSFER,Transfer - Ref 928360,POS,COMPLETED,REF8430A83F7120,BROKEN_FK_customer_id_to_customers
TX000857,UNKNOWN,A0990,108.31,ZAR,2026-05-27,00:18:43,FEE,Fee - Ref 112504,MOBILE,COMPLETED,REF8C27736E98EB,BROKEN_FK_customer_id_to_customers
TX000867,UNKNOWN,A0822,36.79,ZAR,2025-11-21,15:40:45,FEE,Fee - Ref 972332,ONLINE,FAILED,REFD5C360CDF5CC,BROKEN_FK_customer_id_to_customers
TX000878,FAKE_8BB601D7,A0122,319.87,ZAR,2025-10-21,22:11:34,FEE,Fee - Ref 380780,MOBILE,COMPLETED,REF563414D9AAEF,BROKEN_FK_customer_id_to_customers
TX000884,UNKNOWN,A0492,2648.19,ZAR,2025-07-20,23:35:26,TRANSFER,Transfer - Ref 793647,MOBILE,COMPLETED,REF4DFEEA92BCD5,BROKEN_FK_customer_id_to_customers
TX000894,UNKNOWN,A0752,961.53,ZAR,2024-06-14,19:07:07,TRANSFER,Transfer - Ref 527683,ONLINE,COMPLETED,REF6E9A196CFF5B,BROKEN_FK_customer_id_to_customers
TX000929,UNKNOWN,A1214,185.99,ZAR,2024-03-25,21:31:51,PAYMENT,Payment - Ref 440389,ATM,COMPLETED,REF4DC1F233F828,BROKEN_FK_customer_id_to_customers
TX001043,UNKNOWN,A1129,63.02,ZAR,2024-08-16,03:04:52,FEE,Fee - Ref 592730,MOBILE,COMPLETED,REF4DA3AA665607,BROKEN_FK_customer_id_to_customers
TX001046,UNKNOWN,A0910,402.89,ZAR,2025-05-08,01:22:32,FEE,Fee - Ref 754569,ATM,COMPLETED,REFB30064242AF8,BROKEN_FK_customer_id_to_customers
TX001058,UNKNOWN,A1043,267.59,ZAR,2026-08-01,20:19:47,INTEREST,Interest - Ref 881761,ATM,COMPLETED,REF9B106B998C85,BROKEN_FK_customer_id_to_customers
TX001064,UNKNOWN,A1048,2904.23,ZAR,2025-04-18,23:16:30,INTEREST,Interest - Ref 538269,BRANCH,COMPLETED,REF0AFFD09C059B,BROKEN_FK_customer_id_to_customers
TX001108,FAKE_6E0131DB,A0461,585.66,ZAR,2025-06-19,13:40:16,PAYMENT,Payment - Ref 961018,ONLINE,COMPLETED,REFD3F56ABE5C79,BROKEN_FK_customer_id_to_customers
TX001114,UNKNOWN,A1463,235.92,ZAR,2024-01-31,06:45:16,PAYMENT,Payment - Ref 473864,MOBILE,COMPLETED,REFFC532C22EF13,BROKEN_FK_customer_id_to_customers
TX001158,UNKNOWN,A0918,5174.17,ZAR,2025-03-16,06:47:20,REVERSAL,Reversal - Ref 109720,MOBILE,COMPLETED,REFA7218EF6D0C3,BROKEN_FK_customer_id_to_customers
TX001231,UNKNOWN,A1472,558.38,ZAR,2026-03-09,20:20:50,DEBIT_ORDER,Debit Order - Ref 714229,ONLINE,REVERSED,REF278C34D9357B,BROKEN_FK_customer_id_to_customers
TX001252,UNKNOWN,A0104,1164.2,ZAR,2024-06-06,11:48:12,WITHDRAWAL,Withdrawal - Ref 505649,POS,COMPLETED,REF6A9493D7B26E,BROKEN_FK_customer_id_to_customers
TX001272,UNKNOWN,A1324,36.25,ZAR,2025-08-27,11:50:26,FEE,Fee - Ref 889460,ONLINE,COMPLETED,REFAFF05D2EBE4B,BROKEN_FK_customer_id_to_customers
TX001315,FAKE_F95312F7,A1485,8271.29,ZAR,2026-03-31,20:20:35,REVERSAL,Reversal - Ref 194959,BRANCH,COMPLETED,REF0B17BBF7465E,BROKEN_FK_customer_id_to_customers
TX001319,UNKNOWN,A0050,45.63,ZAR,2024-07-13,01:26:38,FEE,Fee - Ref 535586,MOBILE,COMPLETED,REF557D40AC38F6,BROKEN_FK_customer_id_to_customers
TX001323,UNKNOWN,A0982,722.19,ZAR,2024-01-03,13:44:12,WITHDRAWAL,Withdrawal - Ref 693869,ONLINE,FAILED,REF2A0B7D5A0571,BROKEN_FK_customer_id_to_customers
TX001333,UNKNOWN,A0832,78.75,ZAR,2025-11-18,03:27:49,INTEREST,Interest - Ref 813589,ATM,COMPLETED,REFC0DFD58AB935,BROKEN_FK_customer_id_to_customers
TX001350,UNKNOWN,A0716,3135.36,ZAR,2025-03-07,03:08:28,WITHDRAWAL,Withdrawal - Ref 521983,MOBILE,COMPLETED,REFB3900961B5C5,BROKEN_FK_customer_id_to_customers
TX001403,UNKNOWN,A0952,1638.19,ZAR,2025-09-23,18:03:46,PAYMENT,Payment - Ref 297431,ONLINE,COMPLETED,REFFC8158AC45A9,BROKEN_FK_customer_id_to_customers
TX001414,UNKNOWN,A0748,48.08,ZAR,2026-03-29,13:15:23,FEE,Fee - Ref 290965,ONLINE,COMPLETED,REFBE91C217CAB8,BROKEN_FK_customer_id_to_customers
TX001416,FAKE_05DBC076,A0201,589.26,ZAR,2025-02-10,13:20:47,PAYMENT,Payment - Ref 543999,ONLINE,COMPLETED,REF2CD951534C6D,BROKEN_FK_customer_id_to_customers
TX001431,UNKNOWN,A0897,5345.06,ZAR,2026-05-22,09:04:07,DEPOSIT,Deposit - Ref 541603,ATM,COMPLETED,REFDA75095C0B56,BROKEN_FK_customer_id_to_customers
TX001432,FAKE_25607CC2,A1411,2081.22,ZAR,2024-11-06,21:45:53,DEPOSIT,Deposit - Ref 173103,ATM,COMPLETED,REF42B3C5257082,BROKEN_FK_customer_id_to_customers
TX001455,UNKNOWN,A0111,2516.49,ZAR,2024-07-25,02:48:07,INTEREST,Interest - Ref 257383,POS,COMPLETED,REFACC0358A1635,BROKEN_FK_customer_id_to_customers
TX001490,FAKE_52D1C435,A0441,15907.6575,ZAR,2025-10-29,06:01:26,REVERSAL,Reversal - Ref 202259,ATM,COMPLETED,REF9AF5A4E944BF,BROKEN_FK_customer_id_to_customers
TX001494,UNKNOWN,A1179,7176.94,ZAR,2024-12-09,22:57:14,PAYMENT,Payment - Ref 503271,ATM,FAILED,REF6032C46743BA,BROKEN_FK_customer_id_to_customers
TX001511,UNKNOWN,A0363,34.64,ZAR,2025-11-22,03:23:36,FEE,Fee - Ref 445926,MOBILE,COMPLETED,REFEB0422F2E26E,BROKEN_FK_customer_id_to_customers
TX001536,UNKNOWN,A0548,1673.16,ZAR,2024-12-31,10:46:21,DEBIT_ORDER,Debit Order - Ref 843984,BRANCH,COMPLETED,REFB9645239D873,BROKEN_FK_customer_id_to_customers
TX001550,UNKNOWN,A1187,2371.47,ZAR,2024-05-24,06:49:30,PAYMENT,Payment - Ref 414207,ONLINE,COMPLETED,REF9034A720800E,BROKEN_FK_customer_id_to_customers
TX001571,UNKNOWN,A0511,423.14,ZAR,2025-04-12,01:59:11,WITHDRAWAL,Withdrawal - Ref 542848,MOBILE,COMPLETED,REFFF5AF9F1C075,BROKEN_FK_customer_id_to_customers
TX001573,UNKNOWN,A0430,108.47,ZAR,2024-03-05,21:05:01,FEE,Fee - Ref 219330,BRANCH,COMPLETED,REFD1DECCA0CAAC,BROKEN_FK_customer_id_to_customers
TX001575,UNKNOWN,A1429,168.03,ZAR,2025-11-11,22:29:17,TRANSFER,Transfer - Ref 694780,ONLINE,PENDING,REF947AEBA66660,BROKEN_FK_customer_id_to_customers
TX001583,UNKNOWN,A0064,1091.9,ZAR,2026-09-06,09:21:03,PAYMENT,Payment - Ref 186932,ATM,COMPLETED,REF6F7536077CCC,BROKEN_FK_customer_id_to_customers
TX001694,UNKNOWN,A1285,3757.53,ZAR,2024-03-08,03:52:31,INTEREST,Interest - Ref 197734,ONLINE,PENDING,REFEC207276633C,BROKEN_FK_customer_id_to_customers
TX001719,UNKNOWN,A0194,2028.87,ZAR,2024-11-23,08:16:49,TRANSFER,Transfer - Ref 619869,POS,COMPLETED,REFC7D656531C6F,BROKEN_FK_customer_id_to_customers
TX001748,UNKNOWN,A0928,2449.53,ZAR,2024-01-20,15:22:37,DEPOSIT,Deposit - Ref 210534,ONLINE,COMPLETED,REF3270F37ECA50,BROKEN_FK_customer_id_to_customers
TX001762,UNKNOWN,A1311,15907.6575,ZAR,2025-03-17,21:12:06,REVERSAL,Reversal - Ref 723296,MOBILE,COMPLETED,REF957CF9531808,BROKEN_FK_customer_id_to_customers
TX001863,UNKNOWN,A1193,15907.6575,ZAR,2024-12-11,06:04:55,REVERSAL,Reversal - Ref 411000,MOBILE,COMPLETED,REF244B46B81DA1,BROKEN_FK_customer_id_to_customers
TX001873,UNKNOWN,A1136,5239.12,ZAR,2025-07-20,03:28:12,DEPOSIT,Deposit - Ref 743369,ONLINE,COMPLETED,REF0B97B017E445,BROKEN_FK_customer_id_to_customers
TX001957,UNKNOWN,A1290,402.46,ZAR,2025-09-14,22:37:27,DEBIT_ORDER,Debit Order - Ref 716966,MOBILE,COMPLETED,REFA38AAEB5873E,BROKEN_FK_customer_id_to_customers
TX001969,FAKE_C976B754,A1194,1930.85,ZAR,2026-04-08,04:01:53,TRANSFER,Transfer - Ref 734169,MOBILE,COMPLETED,REF1F46F4FD10BE,BROKEN_FK_customer_id_to_customers
TX001982,UNKNOWN,A0392,3560.66,ZAR,2026-05-08,19:40:11,WITHDRAWAL,Withdrawal - Ref 437965,MOBILE,FAILED,REF942B27F555CF,BROKEN_FK_customer_id_to_customers
TX002030,UNKNOWN,A1199,201.05,ZAR,2026-06-26,14:18:13,PAYMENT,Payment - Ref 709237,ONLINE,COMPLETED,REF4817121D750D,BROKEN_FK_customer_id_to_customers
TX002165,FAKE_03C95724,A1016,51.18,ZAR,2024-06-06,06:06:29,PAYMENT,Payment - Ref 368891,MOBILE,FAILED,REF23A1F5D6E919,BROKEN_FK_customer_id_to_customers
TX002169,UNKNOWN,A0368,1934.59,ZAR,2024-06-24,10:09:06,REVERSAL,Reversal - Ref 477473,BRANCH,COMPLETED,REF665EB5C7F3AE,BROKEN_FK_customer_id_to_customers
TX002181,UNKNOWN,A0832,14.84,ZAR,2025-11-20,09:00:19,INTEREST,Interest - Ref 364103,MOBILE,PENDING,REFBB92A4FB28D0,BROKEN_FK_customer_id_to_customers
TX002183,UNKNOWN,A0662,185.92,ZAR,2025-10-23,12:20:34,PAYMENT,Payment - Ref 516184,ATM,COMPLETED,REF8A490AA87B43,BROKEN_FK_customer_id_to_customers
TX002213,UNKNOWN,A0549,282.89,ZAR,2025-01-05,18:22:03,FEE,Fee - Ref 633480,BRANCH,COMPLETED,REFBC55BAFA895F,BROKEN_FK_customer_id_to_customers
TX002330,FAKE_CE8BDF3C,A1197,195.53,ZAR,2025-09-11,14:23:39,WITHDRAWAL,Withdrawal - Ref 475422,MOBILE,COMPLETED,REF6431E6E0DA62,BROKEN_FK_customer_id_to_customers
TX002340,UNKNOWN,A1270,4609.88,ZAR,2025-07-06,22:28:25,PAYMENT,Payment - Ref 309047,ATM,COMPLETED,REF50A70B192D02,BROKEN_FK_customer_id_to_customers
TX002361,UNKNOWN,A1486,15907.6575,ZAR,2025-01-13,17:12:11,DEPOSIT,Deposit - Ref 143109,ONLINE,COMPLETED,REF45829441965C,BROKEN_FK_customer_id_to_customers
TX002367,UNKNOWN,A0288,7323.81,ZAR,2024-04-01,19:53:11,TRANSFER,Transfer - Ref 379294,MOBILE,FAILED,REFEFC1778C7027,BROKEN_FK_customer_id_to_customers
TX002394,UNKNOWN,A0315,565.99,ZAR,2025-01-12,17:50:35,PAYMENT,Payment - Ref 529406,MOBILE,COMPLETED,REF287249B94A0B,BROKEN_FK_customer_id_to_customers
TX002483,UNKNOWN,A0022,601.75,ZAR,2024-11-25,13:49:52,WITHDRAWAL,Withdrawal - Ref 972427,ONLINE,FAILED,REF8F53F4EEFA24,BROKEN_FK_customer_id_to_customers
TX002488,UNKNOWN,A0351,8968.38,ZAR,2025-08-18,02:25:38,REVERSAL,Reversal - Ref 405313,POS,COMPLETED,REF43C831771544,BROKEN_FK_customer_id_to_customers
TX002496,UNKNOWN,A1262,2959.24,ZAR,2025-12-09,13:42:52,WITHDRAWAL,Withdrawal - Ref 116521,ONLINE,COMPLETED,REF32AEF7D22BB5,BROKEN_FK_customer_id_to_customers
TX002526,UNKNOWN,A0971,3639.66,ZAR,2024-01-25,09:20:13,TRANSFER,Transfer - Ref 871801,POS,COMPLETED,REF4FE8C3C45D62,BROKEN_FK_customer_id_to_customers
TX002535,FAKE_28FBF152,A0620,128.16,ZAR,2025-03-04,10:06:12,FEE,Fee - Ref 327525,POS,FAILED,REF54D43DC04FD4,BROKEN_FK_customer_id_to_customers
TX002581,FAKE_D113B8A1,A0125,2226.51,ZAR,2026-08-05,07:58:34,DEPOSIT,Deposit - Ref 684171,ONLINE,COMPLETED,REFE849B8EEC8ED,BROKEN_FK_customer_id_to_customers
TX002582,UNKNOWN,A1183,15907.6575,ZAR,2026-02-27,21:08:51,REVERSAL,Reversal - Ref 980957,BRANCH,COMPLETED,REF46C41DB06295,BROKEN_FK_customer_id_to_customers
TX002592,UNKNOWN,A1178,1405.59,ZAR,2024-08-29,17:23:35,DEPOSIT,Deposit - Ref 461852,BRANCH,COMPLETED,REF3C58BA5EC8BB,BROKEN_FK_customer_id_to_customers
TX002610,UNKNOWN,UNKNOWN,63.22,ZAR,2025-02-20,11:53:03,FEE,Fee - Ref 515563,MOBILE,COMPLETED,REFA287B1A1EA4C,BROKEN_FK_customer_id_to_customers
TX002743,UNKNOWN,A0106,650.29,ZAR,2025-08-31,22:29:03,PAYMENT,Payment - Ref 166048,MOBILE,COMPLETED,REFFF28C687887D,BROKEN_FK_customer_id_to_customers
TX002758,FAKE_2577F705,A0441,469.04,ZAR,2026-09-15,11:11:14,WITHDRAWAL,Withdrawal - Ref 220972,BRANCH,COMPLETED,REF40CC465EB1E2,BROKEN_FK_customer_id_to_customers
TX002784,UNKNOWN,A0281,31.35,ZAR,2026-06-11,11:04:02,TRANSFER,Transfer - Ref 787380,POS,COMPLETED,REFDC13DEF85376,BROKEN_FK_customer_id_to_customers
TX002788,UNKNOWN,A0338,4051.16,ZAR,2025-03-03,23:14:44,INTEREST,Interest - Ref 772497,ONLINE,COMPLETED,REFE500A6033C47,BROKEN_FK_customer_id_to_customers
TX002874,UNKNOWN,A0766,15907.6575,ZAR,2024-09-11,22:40:48,REVERSAL,Reversal - Ref 697390,MOBILE,COMPLETED,REFF378B432CFBF,BROKEN_FK_customer_id_to_customers
TX002919,UNKNOWN,A0116,15907.6575,ZAR,2025-04-12,23:28:51,REVERSAL,Reversal - Ref 911388,MOBILE,COMPLETED,REFEAD9EDB04D52,BROKEN_FK_customer_id_to_customers
TX002938,UNKNOWN,A0654,1490.99,ZAR,2024-09-15,11:15:55,TRANSFER,Transfer - Ref 681004,MOBILE,COMPLETED,REFF59E0D03A4BB,BROKEN_FK_customer_id_to_customers
TX002964,FAKE_17BE9D0E,A0312,1498.75,ZAR,2025-12-22,06:20:55,PAYMENT,Payment - Ref 259809,ONLINE,COMPLETED,REF004590E904D3,BROKEN_FK_customer_id_to_customers
TX003000,UNKNOWN,A1379,743.45,ZAR,2025-01-23,21:19:04,TRANSFER,Transfer - Ref 467738,ATM,COMPLETED,REF614AFDCA33B1,BROKEN_FK_customer_id_to_customers
TX003232,UNKNOWN,A0682,226.09,ZAR,2025-05-12,07:18:43,FEE,Fee - Ref 776534,ONLINE,COMPLETED,REF11C63E5FE8A8,BROKEN_FK_customer_id_to_customers
TX003254,UNKNOWN,A1255,2732.18,ZAR,2024-05-21,08:13:05,INTEREST,Interest - Ref 242806,BRANCH,COMPLETED,REFE802214E32FE,BROKEN_FK_customer_id_to_customers
TX003315,UNKNOWN,A0382,15907.6575,ZAR,2024-06-16,14:54:51,REVERSAL,Reversal - Ref 563980,MOBILE,COMPLETED,REFA4C2683EE637,BROKEN_FK_customer_id_to_customers
TX003353,FAKE_8EFB77B9,A0228,372.13,ZAR,2024-10-01,10:45:39,PAYMENT,Payment - Ref 700067,ATM,COMPLETED,REF96C9286581D5,BROKEN_FK_customer_id_to_customers
TX003398,UNKNOWN,A1390,3130.73,ZAR,2024-01-06,10:48:27,WITHDRAWAL,Withdrawal - Ref 676239,ONLINE,COMPLETED,REF58B138150BAD,BROKEN_FK_customer_id_to_customers
TX003473,FAKE_E318D91C,A0206,2465.03,ZAR,2024-04-16,17:34:12,DEPOSIT,Deposit - Ref 826035,ONLINE,COMPLETED,REF032488364861,BROKEN_FK_customer_id_to_customers
TX003481,FAKE_78446E92,A0729,15907.6575,ZAR,2026-04-10,19:39:39,TRANSFER,Transfer - Ref 573599,MOBILE,COMPLETED,REF60571732FE6A,BROKEN_FK_customer_id_to_customers
TX003638,UNKNOWN,A0591,2807.55,ZAR,2024-08-23,15:43:11,DEBIT_ORDER,Debit Order - Ref 936286,MOBILE,PENDING,REF9B9DCAD48214,BROKEN_FK_customer_id_to_customers
TX003647,UNKNOWN,A1168,415.75,ZAR,2024-02-10,11:59:25,DEBIT_ORDER,Debit Order - Ref 665778,ONLINE,COMPLETED,REF152904537909,BROKEN_FK_customer_id_to_customers
TX003660,FAKE_2A38CEDA,A1310,180.6,ZAR,2025-08-07,05:51:08,DEBIT_ORDER,Debit Order - Ref 663864,ONLINE,COMPLETED,REF371E18B20F37,BROKEN_FK_customer_id_to_customers
TX003697,FAKE_F256E204,A0464,8179.54,ZAR,2025-09-04,15:24:11,DEBIT_ORDER,Debit Order - Ref 208062,ATM,COMPLETED,REF5862D492AFFE,BROKEN_FK_customer_id_to_customers
TX003710,UNKNOWN,A0643,1006.35,ZAR,2024-06-28,11:43:21,DEBIT_ORDER,Debit Order - Ref 841981,MOBILE,COMPLETED,REF46EF12E46429,BROKEN_FK_customer_id_to_customers
TX003773,FAKE_464FAD79,A1489,498.78,ZAR,2024-07-08,07:29:15,FEE,Fee - Ref 454012,ONLINE,COMPLETED,REFC3D73CD1A687,BROKEN_FK_customer_id_to_customers
TX003775,FAKE_6FC62806,A1333,464.16,ZAR,2024-06-18,05:57:21,WITHDRAWAL,Withdrawal - Ref 989932,ATM,COMPLETED,REF89450A12CFC1,BROKEN_FK_customer_id_to_customers
TX003787,UNKNOWN,A0646,1140.65,ZAR,2026-06-11,04:34:13,DEBIT_ORDER,Debit Order - Ref 193051,MOBILE,COMPLETED,REF421C1AA96FB6,BROKEN_FK_customer_id_to_customers
TX003790,UNKNOWN,A0353,831.74,ZAR,2025-09-12,14:29:00,DEBIT_ORDER,Debit Order - Ref 892906,MOBILE,REVERSED,REFAC262A8C1638,BROKEN_FK_customer_id_to_customers
TX003905,UNKNOWN,A1009,325.13,ZAR,2024-04-24,08:40:59,WITHDRAWAL,Withdrawal - Ref 111868,ONLINE,COMPLETED,REF50D2731B3D9C,BROKEN_FK_customer_id_to_customers
TX003908,UNKNOWN,A1101,849.4,ZAR,2026-05-22,13:58:13,INTEREST,Interest - Ref 364608,MOBILE,COMPLETED,REFD79B744E1C17,BROKEN_FK_customer_id_to_customers
TX003947,UNKNOWN,A0355,362.9,ZAR,2025-12-26,06:40:49,WITHDRAWAL,Withdrawal - Ref 963812,BRANCH,COMPLETED,REF16EA09A7F3EF,BROKEN_FK_customer_id_to_customers
TX004050,FAKE_CAE393C8,A0567,188.95,ZAR,2025-10-05,16:43:48,WITHDRAWAL,Withdrawal - Ref 174043,ONLINE,COMPLETED,REF5D280756DCAF,BROKEN_FK_customer_id_to_customers
TX004051,UNKNOWN,A0097,2399.42,ZAR,2024-11-23,12:10:05,DEPOSIT,Deposit - Ref 728682,MOBILE,COMPLETED,REFEFC6BFFF09F1,BROKEN_FK_customer_id_to_customers
TX004080,UNKNOWN,A0750,361.22,ZAR,2025-11-22,17:44:12,DEBIT_ORDER,Debit Order - Ref 502575,ATM,COMPLETED,REF9B68D1555646,BROKEN_FK_customer_id_to_customers
TX004127,UNKNOWN,A0756,2151.93,ZAR,2025-01-29,02:53:38,INTEREST,Interest - Ref 517784,ONLINE,COMPLETED,REF43F60ACA36D7,BROKEN_FK_customer_id_to_customers
TX004163,UNKNOWN,A0421,454.41,ZAR,2024-09-18,01:11:23,DEBIT_ORDER,Debit Order - Ref 852542,MOBILE,COMPLETED,REF93417DA60CA6,BROKEN_FK_customer_id_to_customers
TX004196,UNKNOWN,A0726,9615.85,ZAR,2024-08-29,03:32:50,PAYMENT,Payment - Ref 654606,MOBILE,COMPLETED,REF9308797CB425,BROKEN_FK_customer_id_to_customers
TX004225,FAKE_817F2593,A0914,920.03,ZAR,2024-07-31,01:45:44,DEPOSIT,Deposit - Ref 579158,ONLINE,COMPLETED,REFADE3984B2702,BROKEN_FK_customer_id_to_customers
TX004294,UNKNOWN,A1416,1744.41,ZAR,2024-12-04,06:06:36,DEBIT_ORDER,Debit Order - Ref 525143,BRANCH,COMPLETED,REF01EA149A709F,BROKEN_FK_customer_id_to_customers
TX004338,UNKNOWN,A1427,14670.57,ZAR,2025-01-31,11:52:52,REVERSAL,Reversal - Ref 670664,MOBILE,COMPLETED,REFF8A2F5B3E574,BROKEN_FK_customer_id_to_customers
TX004341,FAKE_6B4D3E0D,A0216,15907.6575,ZAR,2025-12-08,13:03:29,TRANSFER,Transfer - Ref 516520,ONLINE,COMPLETED,REF36CA4D831A3F,BROKEN_FK_customer_id_to_customers
TX004396,UNKNOWN,A0366,1242.74,ZAR,2025-07-11,18:29:21,INTEREST,Interest - Ref 422691,MOBILE,COMPLETED,REFD75A3AC01245,BROKEN_FK_customer_id_to_customers
TX004566,FAKE_2C02625F,A0198,121.02,ZAR,2024-09-20,00:48:09,FEE,Fee - Ref 510224,ATM,COMPLETED,REF5436BB990C94,BROKEN_FK_customer_id_to_customers
TX004597,FAKE_07DCEAFB,A1168,1761.2,ZAR,2024-08-17,09:51:14,DEPOSIT,Deposit - Ref 793974,MOBILE,REVERSED,REFD046F0DB3F0C,BROKEN_FK_customer_id_to_customers
TX004609,UNKNOWN,A0614,89.93,ZAR,2025-11-28,22:37:07,DEBIT_ORDER,Debit Order - Ref 330621,ONLINE,COMPLETED,REFE9B92E9D128A,BROKEN_FK_customer_id_to_customers
TX004626,FAKE_E1CBBA2F,A0391,3835.79,ZAR,2024-05-28,20:44:42,INTEREST,Interest - Ref 690467,POS,COMPLETED,REFF40F38229BDA,BROKEN_FK_customer_id_to_customers
TX004738,UNKNOWN,A1144,12981.89,ZAR,2025-08-08,05:06:41,REVERSAL,Reversal - Ref 631308,MOBILE,COMPLETED,REF3338A4AB5119,BROKEN_FK_customer_id_to_customers
TX004780,UNKNOWN,A0706,4933.94,ZAR,2026-06-17,05:48:06,INTEREST,Interest - Ref 110033,POS,COMPLETED,REFD1F5F302BF1E,BROKEN_FK_customer_id_to_customers
TX004912,UNKNOWN,A0975,13993.21,ZAR,2025-05-17,06:10:18,REVERSAL,Reversal - Ref 447864,MOBILE,FAILED,REFC7F3FDB19365,BROKEN_FK_customer_id_to_customers
TX004927,UNKNOWN,A0900,2816.95,ZAR,2024-03-13,17:23:02,DEPOSIT,Deposit - Ref 688263,ONLINE,COMPLETED,REFFB8F188E4214,BROKEN_FK_customer_id_to_customers
TX004935,FAKE_DD260ABF,A0792,4535.13,ZAR,2025-07-03,23:40:16,DEPOSIT,Deposit - Ref 322268,ONLINE,COMPLETED,REF8C74412DEB79,BROKEN_FK_customer_id_to_customers
TX005023,UNKNOWN,A0115,1469.05,ZAR,2025-10-15,01:40:31,DEPOSIT,Deposit - Ref 133617,MOBILE,COMPLETED,REF3AC912566FFF,BROKEN_FK_customer_id_to_customers
TX005039,UNKNOWN,A0705,15907.6575,ZAR,2025-02-06,00:09:44,REVERSAL,Reversal - Ref 746628,MOBILE,COMPLETED,REF11C8E84D1824,BROKEN_FK_customer_id_to_customers
TX005146,UNKNOWN,A0242,285.19,ZAR,2024-03-22,22:01:25,WITHDRAWAL,Withdrawal - Ref 521349,MOBILE,COMPLETED,REF7A9B9E8BB716,BROKEN_FK_customer_id_to_customers
TX005154,UNKNOWN,A0531,265.04,ZAR,2026-05-18,22:03:51,FEE,Fee - Ref 251240,ONLINE,COMPLETED,REF73085BCBA81D,BROKEN_FK_customer_id_to_customers
TX005325,UNKNOWN,A0516,4009.26,ZAR,2024-02-23,19:09:27,WITHDRAWAL,Withdrawal - Ref 265123,ONLINE,COMPLETED,REF325C24F62294,BROKEN_FK_customer_id_to_customers
TX005393,UNKNOWN,A1315,4576.36,ZAR,2024-06-12,04:56:17,DEBIT_ORDER,Debit Order - Ref 587505,POS,COMPLETED,REF0AEEAD5B6470,BROKEN_FK_customer_id_to_customers
TX005428,UNKNOWN,A0170,839.69,ZAR,2025-08-10,17:06:58,PAYMENT,Payment - Ref 597597,ONLINE,COMPLETED,REF6F7C811C9011,BROKEN_FK_customer_id_to_customers
TX005449,UNKNOWN,A0941,3424.69,ZAR,2025-05-08,14:06:29,TRANSFER,Transfer - Ref 637725,ONLINE,REVERSED,REF163B342E198A,BROKEN_FK_customer_id_to_customers
TX005508,UNKNOWN,A0056,1323.5,ZAR,2024-07-08,07:41:30,PAYMENT,Payment - Ref 157805,MOBILE,COMPLETED,REF2AD59D1C6FB7,BROKEN_FK_customer_id_to_customers
TX005604,UNKNOWN,A0371,490.01,ZAR,2025-02-12,21:56:40,REVERSAL,Reversal - Ref 708658,POS,COMPLETED,REFB1E072067DB7,BROKEN_FK_customer_id_to_customers
TX005620,UNKNOWN,A0747,921.61,ZAR,2024-04-08,14:45:30,DEPOSIT,Deposit - Ref 290755,MOBILE,COMPLETED,REF34BF959B898B,BROKEN_FK_customer_id_to_customers
TX005643,FAKE_33E19B43,A1046,5720.41,ZAR,2026-03-14,02:13:48,PAYMENT,Payment - Ref 411772,MOBILE,COMPLETED,REF10FA85F8C4E2,BROKEN_FK_customer_id_to_customers
TX005670,UNKNOWN,A1012,2662.1,ZAR,2026-03-08,07:27:37,DEPOSIT,Deposit - Ref 835928,POS,COMPLETED,REF02CE086923D1,BROKEN_FK_customer_id_to_customers
TX005712,UNKNOWN,A0947,997.9,ZAR,2025-06-10,18:16:56,TRANSFER,Transfer - Ref 889458,ONLINE,PENDING,REF616E7281C207,BROKEN_FK_customer_id_to_customers
TX005744,UNKNOWN,A0172,424.5,ZAR,2024-06-22,02:51:22,DEBIT_ORDER,Debit Order - Ref 645899,ONLINE,COMPLETED,REF548C3ACA13B5,BROKEN_FK_customer_id_to_customers
TX005785,FAKE_813FC9F5,A1400,352.73,ZAR,2025-07-19,20:45:10,WITHDRAWAL,Withdrawal - Ref 291585,ONLINE,COMPLETED,REFAE3D53FA2EC2,BROKEN_FK_customer_id_to_customers
TX005803,FAKE_6257F1CC,A0164,1899.54,ZAR,2024-08-29,22:11:17,DEBIT_ORDER,Debit Order - Ref 955155,POS,PENDING,REF5F5F27A0D01C,BROKEN_FK_customer_id_to_customers
TX005807,UNKNOWN,A0101,779.41,ZAR,2025-01-25,17:50:22,INTEREST,Interest - Ref 242205,ONLINE,COMPLETED,REF18B0514E8C34,BROKEN_FK_customer_id_to_customers
TX005813,UNKNOWN,A1360,795.64,ZAR,2026-05-02,11:50:54,INTEREST,Interest - Ref 715414,MOBILE,COMPLETED,REFD7E2D4C9D6EB,BROKEN_FK_customer_id_to_customers
