payment_id,customer_id,account_id,policy_id,amount,currency,payment_date,payment_method,status,reference,failure_reason,_quarantine_reason
PAY002216,UNKNOWN,A0707,POL0570,114.29,ZAR,2025-04-01,EFT,COMPLETED,PAYREF970C610773,,BROKEN_FK_customer_id_to_customers
PAY002302,UNKNOWN,A0380,POL0370,442.53,ZAR,2024-07-27,EFT,COMPLETED,PAYREF6718487113,,BROKEN_FK_customer_id_to_customers
PAY002360,UNKNOWN,A0086,POL0138,726.12,ZAR,2024-04-25,EFT,COMPLETED,PAYREFC6D22B55D6,,BROKEN_FK_customer_id_to_customers
PAY002367,UNKNOWN,A0871,POL0676,1254.97,ZAR,2024-01-22,MOBILE,COMPLETED,PAYREF167194256D,,BROKEN_FK_customer_id_to_customers
PAY002401,UNKNOWN,A0765,,270.04,ZAR,2024-05-29,DEBIT_ORDER,COMPLETED,PAYREFDEB7FD4966,,BROKEN_FK_customer_id_to_customers
PAY002448,UNKNOWN,A1474,POL0205,647.75,ZAR,2025-11-18,CASH,FAILED,PAYREF6998B1103E,Limit exceeded,BROKEN_FK_customer_id_to_customers
PAY002452,UNKNOWN,A0084,,2699.35,ZAR,2025-07-23,EFT,COMPLETED,PAYREF9F8D13987B,,BROKEN_FK_customer_id_to_customers
PAY002458,UNKNOWN,A1356,POL0037,76.11,ZAR,2025-08-16,MOBILE,COMPLETED,PAYREF0A777EB348,,BROKEN_FK_customer_id_to_customers
PAY002541,UNKNOWN,A0801,POL0135,932.45,ZAR,2024-05-19,DEBIT_ORDER,COMPLETED,PAYREF884A80C95B,,BROKEN_FK_customer_id_to_customers
PAY002623,UNKNOWN,A1345,POL0508,2673.91,ZAR,2025-07-10,CARD,COMPLETED,PAYREF6E2C2F7A5A,,BROKEN_FK_customer_id_to_customers
PAY002649,UNKNOWN,A0680,POL0054,3369.37,ZAR,2025-03-03,CASH,COMPLETED,PAYREFBA1BD0688D,,BROKEN_FK_customer_id_to_customers
PAY002716,UNKNOWN,A0386,,936.76,ZAR,2025-06-17,CARD,COMPLETED,PAYREF457A6696F1,,BROKEN_FK_customer_id_to_customers
PAY002751,UNKNOWN,A0303,,4799.73,ZAR,2024-01-22,MOBILE,COMPLETED,PAYREF4C1EC2888F,,BROKEN_FK_customer_id_to_customers
PAY002861,UNKNOWN,A0620,,738.89,ZAR,2025-04-25,CASH,COMPLETED,PAYREF3ED522E4B3,,BROKEN_FK_customer_id_to_customers
PAY002933,UNKNOWN,A0697,POL0190,1102.755,ZAR,2026-07-03,CARD,COMPLETED,PAYREFDBB924EC7C,,BROKEN_FK_customer_id_to_customers
PAY003010,UNKNOWN,A1380,POL0355,1530.04,ZAR,2024-10-12,DEBIT_ORDER,COMPLETED,PAYREFD012387CDB,,BROKEN_FK_customer_id_to_customers
PAY003031,UNKNOWN,A1419,POL0611,1391.86,ZAR,2024-05-18,EFT,COMPLETED,PAYREF4F390BCE0B,,BROKEN_FK_customer_id_to_customers
PAY003072,UNKNOWN,A1365,POL0476,189.6,ZAR,2024-04-30,CASH,COMPLETED,PAYREFBA0EFA5C38,,BROKEN_FK_customer_id_to_customers
PAY003111,UNKNOWN,A0872,POL0490,2615.02,ZAR,2025-08-01,EFT,COMPLETED,PAYREF52970C0E41,,BROKEN_FK_customer_id_to_customers
PAY003135,UNKNOWN,A0168,,872.17,ZAR,2024-12-26,MOBILE,PENDING,PAYREFD39131B2DA,,BROKEN_FK_customer_id_to_customers
PAY003181,UNKNOWN,A0285,POL0499,303.09,ZAR,2024-11-08,CARD,FAILED,PAYREFBF750EC6C0,Technical error,BROKEN_FK_customer_id_to_customers
PAY003184,UNKNOWN,A0779,,575.58,ZAR,2025-09-02,CARD,COMPLETED,PAYREF22918688AA,,BROKEN_FK_customer_id_to_customers
PAY003191,UNKNOWN,A1086,,1703.21,ZAR,2024-11-02,EFT,COMPLETED,PAYREF9F3EB8A892,,BROKEN_FK_customer_id_to_customers
PAY003215,UNKNOWN,A0866,POL0587,595.07,ZAR,2024-04-11,MOBILE,COMPLETED,PAYREFCB93B84D02,,BROKEN_FK_customer_id_to_customers
PAY003216,UNKNOWN,A1003,POL0293,148.42,ZAR,2025-06-30,CASH,COMPLETED,PAYREF2E94F54D7C,,BROKEN_FK_customer_id_to_customers
PAY003237,UNKNOWN,A1026,POL0102,2808.0,ZAR,2024-05-16,CASH,COMPLETED,PAYREF0F4F735048,,BROKEN_FK_customer_id_to_customers
PAY003271,UNKNOWN,A0214,POL0111,4006.3,ZAR,2025-06-17,MOBILE,COMPLETED,PAYREFD068367530,,BROKEN_FK_customer_id_to_customers
PAY003325,UNKNOWN,A0254,,878.08,ZAR,2024-02-26,CARD,COMPLETED,PAYREF68AB77CBC9,,BROKEN_FK_customer_id_to_customers
PAY003343,UNKNOWN,A0476,,626.35,ZAR,2024-07-28,EFT,PENDING,PAYREF2B37F83099,,BROKEN_FK_customer_id_to_customers
PAY003358,UNKNOWN,A0722,POL0664,855.92,ZAR,2024-03-06,CARD,COMPLETED,PAYREFCA6876DFB6,,BROKEN_FK_customer_id_to_customers
PAY003447,UNKNOWN,A1012,POL0278,1892.2,ZAR,2024-07-20,MOBILE,FAILED,PAYREFFA46C34ED5,Technical error,BROKEN_FK_customer_id_to_customers
PAY003475,UNKNOWN,A0981,POL0222,781.43,ZAR,2025-05-22,EFT,COMPLETED,PAYREFA07E0219EA,,BROKEN_FK_customer_id_to_customers
PAY003550,UNKNOWN,A0267,POL0703,1458.47,ZAR,2026-01-20,DEBIT_ORDER,COMPLETED,PAYREF6389095AC9,,BROKEN_FK_customer_id_to_customers
PAY003556,UNKNOWN,A0301,,3367.04,ZAR,2024-05-14,EFT,COMPLETED,PAYREF81864F94AB,,BROKEN_FK_customer_id_to_customers
PAY003583,UNKNOWN,A0188,,1102.755,ZAR,2024-03-14,CASH,COMPLETED,PAYREFA65C32BB61,,BROKEN_FK_customer_id_to_customers
PAY003595,UNKNOWN,A0898,POL0308,3933.51,ZAR,2025-02-07,EFT,COMPLETED,PAYREF54DB01D540,,BROKEN_FK_customer_id_to_customers
PAY003613,UNKNOWN,A1203,POL0756,3398.7,ZAR,2025-04-26,CASH,COMPLETED,PAYREF7FD25A591A,,BROKEN_FK_customer_id_to_customers
PAY003618,UNKNOWN,A1450,,401.57,ZAR,2025-06-13,DEBIT_ORDER,COMPLETED,PAYREF95A9FFE94E,,BROKEN_FK_customer_id_to_customers
PAY003636,UNKNOWN,A1454,POL0071,1194.84,ZAR,2025-01-13,DEBIT_ORDER,COMPLETED,PAYREF5722CE15F5,,BROKEN_FK_customer_id_to_customers
PAY003650,UNKNOWN,A0894,POL0039,339.72,ZAR,2024-04-24,EFT,FAILED,PAYREFBEBD6DD7E9,Technical error,BROKEN_FK_customer_id_to_customers
PAY003736,UNKNOWN,A0897,POL0218,4260.5,ZAR,2025-04-21,CARD,COMPLETED,PAYREF146CCC051B,,BROKEN_FK_customer_id_to_customers
PAY003761,UNKNOWN,A0983,POL0472,343.77,ZAR,2024-03-25,EFT,COMPLETED,PAYREFBFC333ED0F,,BROKEN_FK_customer_id_to_customers
PAY003763,UNKNOWN,A0496,POL0151,830.83,ZAR,2026-02-26,CARD,FAILED,PAYREF2A6F26A3D5,Technical error,BROKEN_FK_customer_id_to_customers
PAY003778,UNKNOWN,A1269,,3549.79,ZAR,2026-06-22,EFT,FAILED,PAYREF1B376D14E2,Limit exceeded,BROKEN_FK_customer_id_to_customers
PAY003789,UNKNOWN,A0432,POL0188,4217.89,ZAR,2024-05-14,EFT,COMPLETED,PAYREFFDC30EDAC7,,BROKEN_FK_customer_id_to_customers
PAY003804,UNKNOWN,A1228,,231.53,ZAR,2024-08-26,CARD,COMPLETED,PAYREF53B06AF09D,,BROKEN_FK_customer_id_to_customers
PAY003850,UNKNOWN,A0585,,2029.9,ZAR,2025-06-02,CASH,COMPLETED,PAYREFE10B058966,,BROKEN_FK_customer_id_to_customers
PAY003882,UNKNOWN,A0522,POL0052,1581.15,ZAR,2025-07-27,EFT,COMPLETED,PAYREF168D788ADC,,BROKEN_FK_customer_id_to_customers
PAY003940,UNKNOWN,A0361,POL0644,376.01,ZAR,2024-01-23,CARD,COMPLETED,PAYREF691573CC64,,BROKEN_FK_customer_id_to_customers
PAY003941,UNKNOWN,A0528,,4662.97,ZAR,2025-06-10,EFT,REVERSED,PAYREF27FA637142,,BROKEN_FK_customer_id_to_customers
PAY003955,UNKNOWN,A0345,POL0370,364.4,ZAR,2024-04-03,CARD,COMPLETED,PAYREFD18FC4CAF0,,BROKEN_FK_customer_id_to_customers
PAY003959,UNKNOWN,A0847,,1781.97,ZAR,2025-03-19,DEBIT_ORDER,COMPLETED,PAYREF25902CDFDA,,BROKEN_FK_customer_id_to_customers
PAY003977,UNKNOWN,A1057,POL0790,770.14,ZAR,2024-12-20,MOBILE,COMPLETED,PAYREFF782A9060D,,BROKEN_FK_customer_id_to_customers
PAY004082,UNKNOWN,A0611,POL0106,1761.35,ZAR,2026-08-19,EFT,COMPLETED,PAYREFBD1756585A,,BROKEN_FK_customer_id_to_customers
PAY004121,UNKNOWN,A0237,,841.64,ZAR,2024-01-22,CARD,FAILED,PAYREF3B4E3B2DC4,Account closed,BROKEN_FK_customer_id_to_customers
PAY004160,UNKNOWN,A0790,,883.09,ZAR,2024-11-16,CARD,COMPLETED,PAYREF58C30C1692,,BROKEN_FK_customer_id_to_customers
PAY004412,UNKNOWN,A1030,POL0327,487.03,ZAR,2024-02-06,EFT,COMPLETED,PAYREF63BF5BCD28,,BROKEN_FK_customer_id_to_customers
PAY004447,UNKNOWN,A1155,POL0624,850.39,ZAR,2025-11-29,EFT,COMPLETED,PAYREFC217477695,,BROKEN_FK_customer_id_to_customers
PAY004478,UNKNOWN,A1119,POL0265,453.82,ZAR,2026-06-20,CASH,COMPLETED,PAYREF12C14BB7B2,,BROKEN_FK_customer_id_to_customers
PAY004615,UNKNOWN,A0508,POL0571,462.05,ZAR,2026-08-03,EFT,COMPLETED,PAYREFE6F2B7E121,,BROKEN_FK_customer_id_to_customers
PAY004652,UNKNOWN,A1454,,5049.27,ZAR,2025-04-20,MOBILE,COMPLETED,PAYREF444060ED0C,,BROKEN_FK_customer_id_to_customers
PAY004677,UNKNOWN,A1219,POL0641,1115.46,ZAR,2024-05-21,CARD,COMPLETED,PAYREF169DD0376E,,BROKEN_FK_customer_id_to_customers
PAY004688,UNKNOWN,A0695,POL0047,302.91,ZAR,2025-03-12,CARD,COMPLETED,PAYREFBAD128F97A,,BROKEN_FK_customer_id_to_customers
PAY004818,UNKNOWN,A1431,,474.5,ZAR,2026-04-16,DEBIT_ORDER,COMPLETED,PAYREF0FE78973E4,,BROKEN_FK_customer_id_to_customers
PAY004837,UNKNOWN,A1370,,841.62,ZAR,2025-08-27,CARD,COMPLETED,PAYREF8FCE1741AC,,BROKEN_FK_customer_id_to_customers
PAY004921,UNKNOWN,A1130,,5384.71,ZAR,2026-01-24,CASH,COMPLETED,PAYREF5486A24C37,,BROKEN_FK_customer_id_to_customers
PAY004928,UNKNOWN,A0326,POL0701,1367.05,ZAR,2025-01-21,EFT,PENDING,PAYREFECF4F81E26,,BROKEN_FK_customer_id_to_customers
PAY004990,UNKNOWN,A1132,,1770.71,ZAR,2025-07-30,DEBIT_ORDER,COMPLETED,PAYREFB65B3756CD,,BROKEN_FK_customer_id_to_customers
PAY005104,UNKNOWN,A0932,POL0432,982.22,ZAR,2026-06-19,CASH,COMPLETED,PAYREF7DC95C59DA,,BROKEN_FK_customer_id_to_customers
PAY005119,UNKNOWN,A1499,,310.35,ZAR,2025-10-16,CARD,COMPLETED,PAYREF53AFB75D90,,BROKEN_FK_customer_id_to_customers
PAY005120,UNKNOWN,A1019,POL0509,983.31,ZAR,2024-01-19,EFT,COMPLETED,PAYREF1410EA7331,,BROKEN_FK_customer_id_to_customers
PAY005148,UNKNOWN,A0223,POL0499,4130.34,ZAR,2026-04-13,MOBILE,COMPLETED,PAYREFF7228F3147,,BROKEN_FK_customer_id_to_customers
PAY005170,UNKNOWN,A0647,,612.19,ZAR,2024-04-23,EFT,PENDING,PAYREFBAE6466C52,,BROKEN_FK_customer_id_to_customers
PAY005197,UNKNOWN,A0687,POL0778,1521.49,ZAR,2025-11-09,DEBIT_ORDER,COMPLETED,PAYREFC7E0E95781,,BROKEN_FK_customer_id_to_customers
PAY005221,UNKNOWN,A0837,POL0226,2198.82,ZAR,2025-08-02,DEBIT_ORDER,COMPLETED,PAYREFA8F304293B,,BROKEN_FK_customer_id_to_customers
PAY005358,UNKNOWN,A0326,,981.68,ZAR,2025-06-26,MOBILE,FAILED,PAYREFA2FCED7B87,Invalid account,BROKEN_FK_customer_id_to_customers
PAY005363,UNKNOWN,A0447,POL0596,541.57,ZAR,2025-02-14,CARD,COMPLETED,PAYREF51B03E0DB8,,BROKEN_FK_customer_id_to_customers
PAY005438,UNKNOWN,A0048,POL0450,1001.05,ZAR,2024-01-22,EFT,COMPLETED,PAYREF40D9D37CAD,,BROKEN_FK_customer_id_to_customers
PAY005446,UNKNOWN,A0325,POL0084,793.5,ZAR,2025-04-09,CASH,COMPLETED,PAYREFD79241AAD0,,BROKEN_FK_customer_id_to_customers
PAY005476,UNKNOWN,A0703,POL0042,860.11,ZAR,2025-09-23,CARD,COMPLETED,PAYREFA5C114E88F,,BROKEN_FK_customer_id_to_customers
PAY005554,UNKNOWN,A0098,,359.57,ZAR,2026-08-17,CARD,PENDING,PAYREF33ACDA62F0,,BROKEN_FK_customer_id_to_customers
PAY005685,UNKNOWN,A1026,,644.89,ZAR,2024-03-12,EFT,COMPLETED,PAYREF033F536411,,BROKEN_FK_customer_id_to_customers
PAY005696,UNKNOWN,A0351,POL0689,1763.95,ZAR,2026-09-15,MOBILE,COMPLETED,PAYREF551F5270D3,,BROKEN_FK_customer_id_to_customers
PAY005725,UNKNOWN,A1286,POL0082,4395.32,ZAR,2024-01-13,CASH,COMPLETED,PAYREF25778E7C40,,BROKEN_FK_customer_id_to_customers
PAY005876,UNKNOWN,A1456,POL0532,6939.57,ZAR,2025-02-28,CARD,COMPLETED,PAYREF9C1C962603,,BROKEN_FK_customer_id_to_customers
PAY005884,UNKNOWN,A0975,POL0663,818.31,ZAR,2025-01-02,EFT,COMPLETED,PAYREF1A15F3D1BA,,BROKEN_FK_customer_id_to_customers
PAY005891,UNKNOWN,A0322,,106.24,ZAR,2025-06-28,MOBILE,COMPLETED,PAYREF79ECAA1324,,BROKEN_FK_customer_id_to_customers
PAY005913,UNKNOWN,A0968,,409.85,ZAR,2026-04-26,CARD,COMPLETED,PAYREFE73D450571,,BROKEN_FK_customer_id_to_customers
PAY005974,UNKNOWN,A0902,POL0728,417.33,ZAR,2024-07-19,DEBIT_ORDER,COMPLETED,PAYREF929F4D1F76,,BROKEN_FK_customer_id_to_customers
PAY005976,UNKNOWN,A0486,POL0169,276.87,ZAR,2025-10-05,EFT,COMPLETED,PAYREFA4B8FF90D8,,BROKEN_FK_customer_id_to_customers
PAY006017,UNKNOWN,A0194,POL0484,2988.74,ZAR,2025-02-20,DEBIT_ORDER,COMPLETED,PAYREF7651D1F0C5,,BROKEN_FK_customer_id_to_customers
PAY006030,UNKNOWN,A0390,,431.43,ZAR,2026-07-16,CASH,COMPLETED,PAYREF9E390C3688,,BROKEN_FK_customer_id_to_customers
PAY006044,UNKNOWN,A0526,,6939.57,ZAR,2024-09-10,CASH,COMPLETED,PAYREFA5A88949E7,,BROKEN_FK_customer_id_to_customers
PAY006084,UNKNOWN,A1189,,704.02,ZAR,2025-12-04,MOBILE,COMPLETED,PAYREF0C36568FB7,,BROKEN_FK_customer_id_to_customers
PAY006094,UNKNOWN,A1475,POL0213,654.14,ZAR,2026-01-03,CASH,COMPLETED,PAYREF2E9F2D1118,,BROKEN_FK_customer_id_to_customers
PAY006114,UNKNOWN,A1064,POL0674,200.05,ZAR,2024-02-21,CASH,COMPLETED,PAYREF0726FCF6FF,,BROKEN_FK_customer_id_to_customers
PAY006146,UNKNOWN,A0546,,400.7,ZAR,2024-09-05,EFT,COMPLETED,PAYREF0C9122A84E,,BROKEN_FK_customer_id_to_customers
PAY006174,UNKNOWN,A1464,,1257.83,ZAR,2024-11-30,CARD,COMPLETED,PAYREF3D3CD63FAD,,BROKEN_FK_customer_id_to_customers
PAY006182,UNKNOWN,A1461,,5392.1,ZAR,2025-01-29,DEBIT_ORDER,COMPLETED,PAYREFF3969015E5,,BROKEN_FK_customer_id_to_customers
PAY006260,UNKNOWN,A0322,,3733.78,ZAR,2024-03-13,CARD,COMPLETED,PAYREFBC6FDDCB13,,BROKEN_FK_customer_id_to_customers
PAY006287,UNKNOWN,A0371,POL0173,519.88,ZAR,2026-09-05,DEBIT_ORDER,COMPLETED,PAYREF763C85AB59,,BROKEN_FK_customer_id_to_customers
PAY006311,UNKNOWN,A0506,POL0782,790.7,ZAR,2025-07-10,CARD,COMPLETED,PAYREF51B3ED111A,,BROKEN_FK_customer_id_to_customers
PAY006351,UNKNOWN,A0310,POL0421,1490.02,ZAR,2024-02-01,DEBIT_ORDER,COMPLETED,PAYREFF7238E2641,,BROKEN_FK_customer_id_to_customers
PAY006373,UNKNOWN,A0476,POL0495,364.97,ZAR,2025-01-30,MOBILE,COMPLETED,PAYREF97F37E32E1,,BROKEN_FK_customer_id_to_customers
PAY006445,UNKNOWN,A0075,POL0490,3394.59,ZAR,2024-04-13,DEBIT_ORDER,COMPLETED,PAYREF628634B341,,BROKEN_FK_customer_id_to_customers
PAY006447,UNKNOWN,A0521,,269.48,ZAR,2025-11-25,MOBILE,COMPLETED,PAYREF6B89F77877,,BROKEN_FK_customer_id_to_customers
PAY006457,UNKNOWN,A1283,POL0114,856.05,ZAR,2024-05-26,CASH,FAILED,PAYREFEDC36B4B56,Invalid account,BROKEN_FK_customer_id_to_customers
PAY006499,UNKNOWN,A0057,,1027.71,ZAR,2024-10-01,CARD,COMPLETED,PAYREF786E2FE6E8,,BROKEN_FK_customer_id_to_customers
PAY006555,UNKNOWN,A0007,,591.38,ZAR,2024-09-06,DEBIT_ORDER,COMPLETED,PAYREF585DD9E30F,,BROKEN_FK_customer_id_to_customers
PAY006599,UNKNOWN,A0069,POL0172,282.76,ZAR,2025-12-27,DEBIT_ORDER,COMPLETED,PAYREF820B8A0E8A,,BROKEN_FK_customer_id_to_customers
PAY006600,UNKNOWN,A0278,POL0382,560.84,ZAR,2024-10-05,CARD,COMPLETED,PAYREF3D4FE5B50C,,BROKEN_FK_customer_id_to_customers
PAY006611,UNKNOWN,A1165,,2173.4,ZAR,2026-03-18,EFT,COMPLETED,PAYREF8DADA4B4CA,,BROKEN_FK_customer_id_to_customers
PAY006618,UNKNOWN,A0622,,6371.74,ZAR,2026-01-07,DEBIT_ORDER,COMPLETED,PAYREF4EFEB49419,,BROKEN_FK_customer_id_to_customers
PAY006673,UNKNOWN,A0366,,494.28,ZAR,2025-05-12,CARD,COMPLETED,PAYREF3D020DABB8,,BROKEN_FK_customer_id_to_customers
PAY006692,UNKNOWN,A0157,POL0300,3016.77,ZAR,2024-11-04,CASH,COMPLETED,PAYREF45D118B2E4,,BROKEN_FK_customer_id_to_customers
PAY006706,UNKNOWN,A0363,,3744.63,ZAR,2025-10-26,CARD,COMPLETED,PAYREFBB7D3CF67F,,BROKEN_FK_customer_id_to_customers
PAY006710,UNKNOWN,A0305,POL0759,6939.57,ZAR,2024-10-23,CARD,COMPLETED,PAYREFDB8B740B98,,BROKEN_FK_customer_id_to_customers
PAY006729,UNKNOWN,A1241,,2836.08,ZAR,2024-11-30,CARD,FAILED,PAYREFBA90F558F2,Limit exceeded,BROKEN_FK_customer_id_to_customers
PAY006774,UNKNOWN,A0333,POL0645,1200.59,ZAR,2024-05-02,EFT,COMPLETED,PAYREF7900693737,,BROKEN_FK_customer_id_to_customers
PAY006792,UNKNOWN,A1321,POL0411,613.71,ZAR,2025-02-05,CASH,COMPLETED,PAYREF9958829FCE,,BROKEN_FK_customer_id_to_customers
PAY006800,UNKNOWN,A1279,POL0187,952.28,ZAR,2025-09-30,DEBIT_ORDER,COMPLETED,PAYREF838014BD79,,BROKEN_FK_customer_id_to_customers
PAY006923,UNKNOWN,A0628,,449.91,ZAR,2024-03-19,CARD,COMPLETED,PAYREF0CE665AF68,,BROKEN_FK_customer_id_to_customers
PAY006956,UNKNOWN,A0636,POL0566,503.26,ZAR,2026-06-23,MOBILE,COMPLETED,PAYREF0372C42A34,,BROKEN_FK_customer_id_to_customers
PAY007037,UNKNOWN,A1444,POL0322,1816.84,ZAR,2025-04-16,CASH,COMPLETED,PAYREF49B3CAD08E,,BROKEN_FK_customer_id_to_customers
PAY007053,UNKNOWN,A1171,POL0378,805.66,ZAR,2026-02-23,CASH,COMPLETED,PAYREFCA5475BE38,,BROKEN_FK_customer_id_to_customers
PAY007067,UNKNOWN,A0363,POL0545,2012.69,ZAR,2024-06-19,EFT,COMPLETED,PAYREF005015C785,,BROKEN_FK_customer_id_to_customers
PAY007105,UNKNOWN,A0509,POL0026,194.69,ZAR,2024-07-24,CASH,COMPLETED,PAYREF1EBD33531F,,BROKEN_FK_customer_id_to_customers
PAY007112,UNKNOWN,A1365,POL0709,1848.19,ZAR,2026-09-07,CASH,COMPLETED,PAYREF83750BF9E2,,BROKEN_FK_customer_id_to_customers
PAY007126,UNKNOWN,A1065,POL0384,284.58,ZAR,2026-01-03,CASH,COMPLETED,PAYREF4FFD54D0A9,,BROKEN_FK_customer_id_to_customers
PAY007168,UNKNOWN,A1290,,1681.76,ZAR,2024-10-02,MOBILE,COMPLETED,PAYREF9AB1640F96,,BROKEN_FK_customer_id_to_customers
PAY007286,UNKNOWN,A1103,POL0306,810.13,ZAR,2024-05-19,DEBIT_ORDER,COMPLETED,PAYREF4AD7D375CE,,BROKEN_FK_customer_id_to_customers
PAY007330,UNKNOWN,A0264,,1318.91,ZAR,2024-05-11,CARD,PENDING,PAYREFB1FF43866B,,BROKEN_FK_customer_id_to_customers
PAY007377,UNKNOWN,A0010,POL0074,4005.87,ZAR,2026-04-24,EFT,COMPLETED,PAYREF67CE464526,,BROKEN_FK_customer_id_to_customers
PAY007382,UNKNOWN,A1064,POL0497,1046.47,ZAR,2026-06-02,EFT,FAILED,PAYREF2892D9FB69,Account closed,BROKEN_FK_customer_id_to_customers
PAY007458,UNKNOWN,A1306,POL0196,135.01,ZAR,2026-01-27,CARD,COMPLETED,PAYREF550556CF03,,BROKEN_FK_customer_id_to_customers
PAY007468,UNKNOWN,A0757,POL0038,176.45,ZAR,2026-04-30,MOBILE,COMPLETED,PAYREFC568B66FEB,,BROKEN_FK_customer_id_to_customers
PAY007530,UNKNOWN,A0523,POL0683,1660.8,ZAR,2025-01-24,CARD,COMPLETED,PAYREF8CBD43ADA0,,BROKEN_FK_customer_id_to_customers
PAY007548,UNKNOWN,A1328,POL0758,629.69,ZAR,2026-09-07,CASH,COMPLETED,PAYREF4BE40FB203,,BROKEN_FK_customer_id_to_customers
PAY007588,UNKNOWN,A0929,POL0164,1293.22,ZAR,2026-06-23,EFT,COMPLETED,PAYREF1238E049CB,,BROKEN_FK_customer_id_to_customers
PAY007606,UNKNOWN,A0853,POL0323,298.43,ZAR,2025-02-05,EFT,PENDING,PAYREFFE3941CE1B,,BROKEN_FK_customer_id_to_customers
PAY007633,UNKNOWN,A1111,POL0227,771.91,ZAR,2025-02-22,CARD,FAILED,PAYREFEC5CC4DED0,Technical error,BROKEN_FK_customer_id_to_customers
PAY007643,UNKNOWN,A1387,,1233.7,ZAR,2026-08-27,CARD,COMPLETED,PAYREF6DE1B445BA,,BROKEN_FK_customer_id_to_customers
PAY007677,UNKNOWN,A0252,POL0566,1759.75,ZAR,2026-09-12,MOBILE,COMPLETED,PAYREF93574EE34D,,BROKEN_FK_customer_id_to_customers
PAY007711,UNKNOWN,A0430,POL0581,1744.07,ZAR,2025-02-13,DEBIT_ORDER,COMPLETED,PAYREF89A28102E8,,BROKEN_FK_customer_id_to_customers
PAY007727,UNKNOWN,A0288,POL0196,1007.48,ZAR,2025-11-29,MOBILE,COMPLETED,PAYREF7AFDA53126,,BROKEN_FK_customer_id_to_customers
PAY007736,UNKNOWN,A0491,POL0342,3473.53,ZAR,2026-04-14,MOBILE,COMPLETED,PAYREF371980D561,,BROKEN_FK_customer_id_to_customers
PAY007743,UNKNOWN,A0611,POL0766,914.46,ZAR,2024-11-02,CASH,COMPLETED,PAYREFB581A9D469,,BROKEN_FK_customer_id_to_customers
PAY007800,UNKNOWN,A1272,POL0026,358.98,ZAR,2024-02-28,DEBIT_ORDER,COMPLETED,PAYREFE85CEB030F,,BROKEN_FK_customer_id_to_customers
PAY007805,UNKNOWN,A1171,POL0229,3458.15,ZAR,2024-02-02,DEBIT_ORDER,COMPLETED,PAYREFBE6DF1B197,,BROKEN_FK_customer_id_to_customers
PAY007842,UNKNOWN,A0845,,6939.57,ZAR,2025-06-10,EFT,COMPLETED,PAYREF70906F8D40,,BROKEN_FK_customer_id_to_customers
PAY007867,UNKNOWN,A0308,,2581.1,ZAR,2025-01-11,MOBILE,COMPLETED,PAYREF4A9CC418CF,,BROKEN_FK_customer_id_to_customers
PAY007911,UNKNOWN,A0183,,1049.96,ZAR,2025-05-23,CASH,COMPLETED,PAYREF26BC2B4B09,,BROKEN_FK_customer_id_to_customers
PAY007972,UNKNOWN,A0968,,1819.56,ZAR,2024-05-29,MOBILE,COMPLETED,PAYREFEAB8362EA1,,BROKEN_FK_customer_id_to_customers
PAY008049,UNKNOWN,A0273,POL0123,352.39,ZAR,2026-04-27,DEBIT_ORDER,COMPLETED,PAYREF93C4231E6F,,BROKEN_FK_customer_id_to_customers
PAY008063,UNKNOWN,A1036,,1102.755,ZAR,2026-02-21,CARD,COMPLETED,PAYREF50002FA75A,,BROKEN_FK_customer_id_to_customers
PAY008084,UNKNOWN,A0647,POL0574,788.31,ZAR,2026-01-29,EFT,COMPLETED,PAYREF2A7725E253,,BROKEN_FK_customer_id_to_customers
PAY008090,UNKNOWN,A1098,,299.28,ZAR,2025-09-29,MOBILE,PENDING,PAYREFBC0999D136,,BROKEN_FK_customer_id_to_customers
PAY008130,UNKNOWN,A0103,,262.76,ZAR,2025-11-27,CASH,COMPLETED,PAYREF203884749C,,BROKEN_FK_customer_id_to_customers
PAY008131,UNKNOWN,A0416,POL0193,1401.82,ZAR,2026-02-03,CASH,COMPLETED,PAYREFDE59233BDB,,BROKEN_FK_customer_id_to_customers
PAY008225,UNKNOWN,A0768,POL0708,1336.01,ZAR,2025-08-05,CARD,COMPLETED,PAYREF9461F4A758,,BROKEN_FK_customer_id_to_customers
PAY008302,UNKNOWN,A0279,POL0127,1102.755,ZAR,2024-11-13,EFT,COMPLETED,PAYREF2437C052D3,,BROKEN_FK_customer_id_to_customers
PAY008314,UNKNOWN,A1496,,1851.23,ZAR,2025-05-10,EFT,COMPLETED,PAYREF61E5112CBD,,BROKEN_FK_customer_id_to_customers
PAY008363,UNKNOWN,A1316,POL0127,734.44,ZAR,2024-12-10,CASH,COMPLETED,PAYREF74621B777B,,BROKEN_FK_customer_id_to_customers
PAY008417,UNKNOWN,A0249,POL0296,2050.92,ZAR,2025-02-21,MOBILE,COMPLETED,PAYREF72323E4781,,BROKEN_FK_customer_id_to_customers
PAY008443,UNKNOWN,A0264,POL0411,4411.16,ZAR,2025-09-13,CARD,PENDING,PAYREF065E1990F5,,BROKEN_FK_customer_id_to_customers
PAY008482,UNKNOWN,A0498,,192.0,ZAR,2024-04-23,CARD,PENDING,PAYREF338DBA5711,,BROKEN_FK_customer_id_to_customers
PAY008558,UNKNOWN,A0372,POL0432,2385.84,ZAR,2024-03-04,CASH,COMPLETED,PAYREFC7B35214D7,,BROKEN_FK_customer_id_to_customers
