policy_id,customer_id,policy_type,status,start_date,end_date,premium_amount,cover_amount,currency,payment_frequency,beneficiary_count,underwriting_status
POL0203,C0706,HEALTH,ACTIVE,2025-11-19,2045-11-14,3456.92,4008879.74,ZAR,QUARTERLY,2,STANDARD
POL0204,C0763,INVESTMENT,ACTIVE,2015-07-26,2035-07-21,8262.97,111571.05,ZAR,MONTHLY,1,STANDARD
POL0205,C0869,HEALTH,ACTIVE,2015-11-06,2035-11-01,4750.19,2338046.04,ZAR,MONTHLY,4,SUBSTANDARD
POL0206,C0153,LIFE,LAPSED,2017-09-19,2032-09-15,1011.92,249284.19,ZAR,ANNUALLY,3,STANDARD
POL0207,,HEALTH,ACTIVE,2016-01-14,2046-01-06,6487.94,4910425.66,ZAR,MONTHLY,4,PREFERRED
POL0208,C0083,SHORT_TERM,ACTIVE,2016-08-04,2036-07-30,621.79,743471.92,ZAR,MONTHLY,1,STANDARD
POL0209,C0473,INVESTMENT,LAPSED,2021-07-03,2031-07-01,12737.05,605768.58,ZAR,QUARTERLY,4,STANDARD
POL0210,C0353,SHORT_TERM,MATURED,2021-12-22,2051-12-15,2462.41,1161720.52,ZAR,QUARTERLY,1,PREFERRED
POL0211,C0114,HEALTH,ACTIVE,2024-05-21,2054-05-14,2310.35,1180388.99,ZAR,ANNUALLY,2,PREFERRED
POL0212,C0191,FUNERAL,LAPSED,2020-10-28,2030-10-26,193.75,67132.07,ZAR,ANNUALLY,3,SUBSTANDARD
POL0213,C0596,INVESTMENT,ACTIVE,2023-11-05,2048-10-29,7992.81,94587.42,ZAR,ANNUALLY,4,PREFERRED
POL0214,C0959,RETIREMENT,MATURED,2015-06-16,2035-06-11,2330.12,184456.6,ZAR,QUARTERLY,4,STANDARD
POL0215,C0468,LIFE,ACTIVE,2026-05-08,2031-05-07,,124629.47,ZAR,MONTHLY,5,SUBSTANDARD
POL0216,C0654,SHORT_TERM,ACTIVE,2015-01-30,2030-01-26,754.09,1928233.74,ZAR,QUARTERLY,1,STANDARD
POL0217,C0474,HEALTH,ACTIVE,2026-05-15,2036-05-12,,2340314.0,ZAR,QUARTERLY,3,SUBSTANDARD
POL0218,C0553,RETIREMENT,ACTIVE,2020-06-21,2035-06-18,8769.27,355732.8,ZAR,QUARTERLY,3,STANDARD
POL0219,C0297,FUNERAL,ACTIVE,2018-09-09,2038-09-04,365.07,78513.66,ZAR,QUARTERLY,1,STANDARD
POL0220,C0709,LIFE,CANCELLED,2015-07-18,2040-07-11,4053.95,1564408.45,ZAR,QUARTERLY,4,STANDARD
POL0221,C0876,FUNERAL,ACTIVE,2024-07-08,2054-07-01,71.7,59999.04,ZAR,ANNUALLY,3,SUBSTANDARD
POL0222,C0174,FUNERAL,ACTIVE,2025-02-13,2030-02-12,59.07,12370.42,ZAR,MONTHLY,1,STANDARD
POL0223,C0758,HEALTH,ACTIVE,2023-11-21,2048-11-14,6179.41,610835.7,ZAR,ANNUALLY,3,STANDARD
POL0224,C0532,SHORT_TERM,ACTIVE,2022-11-22,2042-11-17,1327.58,1173555.35,ZAR,MONTHLY,2,STANDARD
POL0225,C0181,HEALTH,ACTIVE,2024-07-12,2054-07-05,4102.76,847553.25,ZAR,ANNUALLY,2,STANDARD
POL0226,C0179,RETIREMENT,ACTIVE,2019-01-15,2034-01-11,29779.74,1183787.02,ZAR,ANNUALLY,5,STANDARD
POL0227,C0400,INVESTMENT,ACTIVE,2023-11-27,2028-11-25,13637.29,193750.24,ZAR,QUARTERLY,4,STANDARD
POL0228,C0941,LIFE,ACTIVE,2022-11-12,2027-11-11,4743.9,1497941.05,ZAR,MONTHLY,5,DECLINED
POL0229,C0717,SHORT_TERM,CANCELLED,2022-12-20,2037-12-16,367.07,803084.48,ZAR,QUARTERLY,1,SUBSTANDARD
POL0230,C0472,INVESTMENT,MATURED,2018-12-19,2038-12-14,13437.53,491493.95,ZAR,MONTHLY,2,STANDARD
POL0231,C0171,HEALTH,LAPSED,2024-10-11,2034-10-09,3019.71,1068647.74,ZAR,QUARTERLY,3,STANDARD
POL0232,C0413,RETIREMENT,ACTIVE,2025-08-12,2050-08-06,22539.13,826827.92,ZAR,MONTHLY,1,SUBSTANDARD
POL0233,C0211,INVESTMENT,ACTIVE,2021-10-20,2051-10-13,15962.42,323575.3,ZAR,QUARTERLY,5,STANDARD
POL0234,C0965,HEALTH,CANCELLED,2023-05-09,2028-05-07,6631.93,4185546.32,ZAR,ANNUALLY,1,PREFERRED
POL0235,C0017,HEALTH,ACTIVE,2020-01-26,2035-01-22,7369.4,1678515.09,ZAR,QUARTERLY,4,SUBSTANDARD
POL0236,C0348,INVESTMENT,PAID_UP,2022-11-25,2037-11-21,,13811.28,ZAR,QUARTERLY,4,SUBSTANDARD
POL0237,C0819,FUNERAL,ACTIVE,2023-01-22,2048-01-16,89.44,43800.94,ZAR,QUARTERLY,5,PREFERRED
POL0238,C0517,HEALTH,LAPSED,2024-11-11,2054-11-04,1444.17,3785717.09,ZAR,MONTHLY,4,PREFERRED
POL0239,C0463,RETIREMENT,ACTIVE,2015-02-16,2035-02-11,28970.97,1353172.41,ZAR,MONTHLY,2,DECLINED
POL0240,C0656,SHORT_TERM,ACTIVE,2021-09-08,2036-09-04,2864.47,147713.93,ZAR,MONTHLY,2,STANDARD
POL0241,C0760,HEALTH,CANCELLED,2018-08-19,2043-08-13,6352.06,4095989.98,ZAR,MONTHLY,4,STANDARD
POL0242,C0439,LIFE,ACTIVE,2022-04-02,2032-03-30,1462.06,682077.67,ZAR,ANNUALLY,5,SUBSTANDARD
POL0243,C0096,INVESTMENT,LAPSED,2018-07-10,2043-07-04,3119.58,152167.89,ZAR,QUARTERLY,4,STANDARD
POL0244,C0804,RETIREMENT,ACTIVE,2018-01-10,2033-01-06,22585.76,836149.71,ZAR,QUARTERLY,3,STANDARD
POL0245,C0668,INVESTMENT,LAPSED,2026-01-02,2050-12-27,3090.69,39079.85,ZAR,MONTHLY,2,DECLINED
POL0246,C0865,INVESTMENT,MATURED,2016-11-18,2046-11-11,13934.02,692058.6,ZAR,QUARTERLY,3,STANDARD
POL0247,C0667,LIFE,ACTIVE,2020-09-24,2035-09-21,4192.27,714027.12,ZAR,QUARTERLY,4,DECLINED
POL0248,C0159,RETIREMENT,CANCELLED,2022-09-11,2027-09-10,8611.84,747020.27,ZAR,MONTHLY,1,SUBSTANDARD
POL0249,C0454,RETIREMENT,CANCELLED,2023-08-03,2053-07-26,20111.73,1858219.71,ZAR,MONTHLY,2,DECLINED
POL0250,C0828,RETIREMENT,ACTIVE,2015-12-06,2030-12-02,28602.62,2629430.7,ZAR,QUARTERLY,4,STANDARD
POL0251,C0980,SHORT_TERM,ACTIVE,2020-08-13,2050-08-06,2128.43,954621.46,ZAR,MONTHLY,1,PREFERRED
POL0252,C0889,INVESTMENT,ACTIVE,2021-12-27,2031-12-25,3047.88,89383.26,ZAR,ANNUALLY,4,STANDARD
POL0253,C0127,RETIREMENT,ACTIVE,2025-07-02,2055-06-25,4952.6,232768.55,ZAR,ANNUALLY,5,PREFERRED
POL0254,C0748,HEALTH,ACTIVE,2025-09-12,2030-09-11,5727.68,1898789.6,ZAR,QUARTERLY,2,STANDARD
POL0255,C0415,LIFE,ACTIVE,2016-05-24,2036-05-19,354.57,164363.14,ZAR,QUARTERLY,4,STANDARD
POL0256,C0899,LIFE,MATURED,2021-01-21,2046-01-15,4357.77,1057120.3,ZAR,ANNUALLY,3,STANDARD
POL0257,C0106,FUNERAL,LAPSED,2015-10-19,2030-10-15,66.71,58783.85,ZAR,MONTHLY,4,STANDARD
POL0258,C0452,INVESTMENT,ACTIVE,2025-10-03,2050-09-27,19916.63,630312.1,ZAR,ANNUALLY,3,DECLINED
POL0259,C0685,HEALTH,CANCELLED,2024-02-24,2034-02-21,3534.73,4117918.8,ZAR,QUARTERLY,5,STANDARD
POL0260,C0918,SHORT_TERM,MATURED,2020-07-10,2045-07-04,1679.6,210617.51,ZAR,ANNUALLY,1,STANDARD
POL0261,C0087,LIFE,ACTIVE,2026-06-27,2056-06-19,4300.6,819531.01,ZAR,ANNUALLY,2,SUBSTANDARD
POL0262,C0254,RETIREMENT,CANCELLED,2022-05-06,2047-04-30,,1986262.72,ZAR,QUARTERLY,3,STANDARD
POL0263,C0601,INVESTMENT,ACTIVE,2022-12-14,2037-12-10,6978.85,207446.35,ZAR,MONTHLY,5,STANDARD
POL0264,C0050,INVESTMENT,CANCELLED,2015-10-19,2020-10-17,12592.57,283105.2,ZAR,MONTHLY,5,SUBSTANDARD
POL0265,C0748,RETIREMENT,ACTIVE,2017-06-28,2027-06-26,8423.63,457962.93,ZAR,ANNUALLY,5,SUBSTANDARD
POL0266,C0343,RETIREMENT,ACTIVE,2023-08-18,2053-08-10,9128.97,668126.6,ZAR,QUARTERLY,2,PREFERRED
POL0267,C0012,LIFE,ACTIVE,2022-03-27,2042-03-22,3465.77,1559898.81,ZAR,ANNUALLY,2,PREFERRED
POL0268,C0246,RETIREMENT,ACTIVE,2015-02-05,2045-01-28,9552.01,572853.11,ZAR,ANNUALLY,3,STANDARD
POL0269,C0293,FUNERAL,ACTIVE,2022-12-09,2042-12-04,179.58,66980.19,ZAR,QUARTERLY,1,STANDARD
POL0270,C0964,SHORT_TERM,LAPSED,2025-09-24,2030-09-23,605.23,58132.48,ZAR,QUARTERLY,2,DECLINED
POL0271,C0212,HEALTH,ACTIVE,2025-05-24,2030-05-23,4269.78,4230678.39,ZAR,ANNUALLY,5,STANDARD
POL0272,C0315,LIFE,ACTIVE,2022-05-06,2052-04-28,1712.87,584343.26,ZAR,ANNUALLY,2,STANDARD
POL0273,C0812,HEALTH,ACTIVE,2023-10-06,2038-10-02,3362.22,994215.97,ZAR,MONTHLY,3,STANDARD
POL0274,C0817,INVESTMENT,ACTIVE,2016-04-10,2021-04-09,11676.53,229775.31,ZAR,ANNUALLY,3,STANDARD
POL0275,C0861,SHORT_TERM,ACTIVE,2018-04-21,2043-04-15,1865.2,277137.68,ZAR,QUARTERLY,5,SUBSTANDARD
POL0276,C0120,HEALTH,LAPSED,2015-11-10,2035-11-05,1576.52,1059034.53,ZAR,QUARTERLY,2,STANDARD
POL0277,C0646,FUNERAL,PAID_UP,2021-12-23,2026-12-22,380.25,35189.98,ZAR,MONTHLY,3,PREFERRED
POL0278,C0983,FUNERAL,ACTIVE,2021-02-16,2046-02-10,496.77,18879.42,ZAR,ANNUALLY,4,STANDARD
POL0279,C0676,FUNERAL,ACTIVE,2024-06-02,2034-05-31,292.98,65236.71,ZAR,ANNUALLY,1,STANDARD
POL0280,C0476,FUNERAL,CANCELLED,2021-08-30,2026-08-29,348.39,86080.3,ZAR,ANNUALLY,2,SUBSTANDARD
POL0281,C0059,HEALTH,LAPSED,2024-05-28,2044-05-23,2803.63,4992205.54,ZAR,MONTHLY,3,STANDARD
POL0282,C0918,FUNERAL,ACTIVE,2022-08-06,2027-08-05,172.5,30217.05,ZAR,ANNUALLY,5,STANDARD
POL0283,C0648,FUNERAL,ACTIVE,2022-02-06,2027-02-05,70.58,64409.15,ZAR,ANNUALLY,3,PREFERRED
POL0284,C0557,LIFE,LAPSED,2024-03-21,2054-03-14,4342.22,1289518.65,ZAR,QUARTERLY,4,STANDARD
POL0285,C0074,INVESTMENT,ACTIVE,2019-02-15,2034-02-11,842.76,24399.34,ZAR,MONTHLY,5,STANDARD
POL0286,C0989,FUNERAL,CANCELLED,2024-11-15,2029-11-14,499.51,84833.25,ZAR,QUARTERLY,2,SUBSTANDARD
POL0287,C0156,RETIREMENT,LAPSED,2016-05-07,2046-04-30,11130.12,354030.2,ZAR,MONTHLY,2,SUBSTANDARD
POL0288,C0501,FUNERAL,CANCELLED,2022-06-26,2047-06-20,262.39,94818.15,ZAR,MONTHLY,3,PREFERRED
POL0289,C0377,INVESTMENT,ACTIVE,2016-07-16,2021-07-15,16166.43,777844.2,ZAR,MONTHLY,5,STANDARD
POL0290,C0947,SHORT_TERM,ACTIVE,2022-10-09,2047-10-03,1216.3,761901.25,ZAR,QUARTERLY,1,STANDARD
POL0291,C0506,LIFE,ACTIVE,2016-08-03,2026-08-01,248.35,81529.67,ZAR,MONTHLY,5,STANDARD
POL0292,C0987,RETIREMENT,ACTIVE,2021-11-06,2026-11-05,25014.72,2496739.06,ZAR,MONTHLY,4,STANDARD
POL0293,C0884,SHORT_TERM,ACTIVE,2017-08-14,2027-08-12,990.96,662576.77,ZAR,ANNUALLY,1,SUBSTANDARD
POL0294,C0102,INVESTMENT,ACTIVE,2025-12-12,2035-12-10,8815.45,208098.36,ZAR,ANNUALLY,1,SUBSTANDARD
POL0295,C0563,SHORT_TERM,PAID_UP,2021-04-21,2046-04-15,2969.37,1251869.81,ZAR,MONTHLY,2,STANDARD
POL0296,C0208,LIFE,PAID_UP,2026-08-28,2051-08-22,3693.37,1708319.03,ZAR,QUARTERLY,2,STANDARD
POL0297,C0351,LIFE,PAID_UP,2018-03-06,2038-03-01,2101.82,943729.38,ZAR,QUARTERLY,5,SUBSTANDARD
POL0298,C0454,SHORT_TERM,LAPSED,2026-01-03,2031-01-02,1802.25,1578554.0,ZAR,ANNUALLY,2,STANDARD
POL0299,C0108,INVESTMENT,LAPSED,2025-09-26,2050-09-20,13978.46,585917.42,ZAR,ANNUALLY,5,STANDARD
POL0300,C0068,LIFE,ACTIVE,2023-08-27,2053-08-19,4062.72,1560347.39,ZAR,ANNUALLY,5,STANDARD
POL0301,,INVESTMENT,ACTIVE,2021-07-19,2036-07-15,19615.03,222318.54,ZAR,MONTHLY,1,STANDARD
POL0302,C0544,INVESTMENT,ACTIVE,2026-04-09,2051-04-03,8636.59,322066.2,ZAR,MONTHLY,1,PREFERRED
POL0303,C0387,INVESTMENT,LAPSED,2016-08-05,2041-07-30,4957.6,52521.63,ZAR,MONTHLY,3,PREFERRED
POL0304,C0825,SHORT_TERM,ACTIVE,2017-07-19,2037-07-14,633.17,687958.11,ZAR,ANNUALLY,1,SUBSTANDARD
POL0305,C0255,LIFE,ACTIVE,2020-01-28,2050-01-20,3620.03,519541.62,ZAR,ANNUALLY,5,SUBSTANDARD
POL0306,C0290,RETIREMENT,ACTIVE,2024-05-30,2034-05-28,10535.18,1015844.61,ZAR,ANNUALLY,2,STANDARD
POL0307,C0986,INVESTMENT,ACTIVE,2018-10-31,2038-10-26,-1645.81,43069.11,ZAR,MONTHLY,5,PREFERRED
POL0308,C0849,LIFE,MATURED,2018-12-17,2028-12-14,1148.18,473150.72,ZAR,MONTHLY,1,PREFERRED
POL0309,C0705,SHORT_TERM,CANCELLED,2021-02-10,2041-02-05,2249.54,1988742.3,ZAR,QUARTERLY,1,STANDARD
POL0310,C1000,INVESTMENT,ACTIVE,2024-11-25,2049-11-19,11500.69,176922.29,ZAR,ANNUALLY,3,SUBSTANDARD
POL0311,C0764,LIFE,MATURED,2019-10-27,2029-10-24,928.39,112687.63,ZAR,MONTHLY,2,SUBSTANDARD
POL0312,C0162,SHORT_TERM,ACTIVE,2018-06-20,2033-06-16,1931.25,248857.71,ZAR,ANNUALLY,3,STANDARD
POL0313,C0077,FUNERAL,LAPSED,2024-02-23,2039-02-19,195.83,38662.86,ZAR,ANNUALLY,5,STANDARD
POL0314,C0594,LIFE,LAPSED,2023-09-17,2028-09-15,2358.61,760627.2,ZAR,ANNUALLY,5,SUBSTANDARD
POL0315,C0347,LIFE,CANCELLED,2022-02-07,2052-01-31,2945.84,629751.23,ZAR,ANNUALLY,3,STANDARD
POL0316,C0490,FUNERAL,ACTIVE,2023-01-24,2028-01-23,104.41,50981.93,ZAR,MONTHLY,2,PREFERRED
POL0317,C0399,HEALTH,LAPSED,2020-02-21,2035-02-17,7279.26,2699948.09,ZAR,QUARTERLY,2,STANDARD
POL0318,C0750,INVESTMENT,MATURED,2026-01-29,2036-01-27,16749.68,740393.91,ZAR,ANNUALLY,1,STANDARD
POL0319,C0843,INVESTMENT,CANCELLED,2022-08-23,2032-08-20,6199.05,131245.53,ZAR,MONTHLY,5,SUBSTANDARD
POL0320,C0341,RETIREMENT,MATURED,2022-08-14,2032-08-11,10303.47,298532.14,ZAR,MONTHLY,5,STANDARD
POL0321,C0319,LIFE,LAPSED,2026-06-07,2056-05-30,2486.49,589241.28,ZAR,MONTHLY,3,STANDARD
POL0322,C0232,RETIREMENT,PAID_UP,2024-01-21,2049-01-14,4088.52,126170.54,ZAR,MONTHLY,1,STANDARD
POL0323,C0973,FUNERAL,ACTIVE,2020-02-16,2040-02-11,479.56,69362.44,ZAR,ANNUALLY,3,DECLINED
POL0324,C0770,INVESTMENT,PAID_UP,2023-09-11,2038-09-07,18739.27,308932.13,ZAR,QUARTERLY,5,SUBSTANDARD
POL0325,C0076,RETIREMENT,ACTIVE,2021-01-30,2051-01-23,21196.38,1094202.36,ZAR,MONTHLY,4,PREFERRED
POL0326,C0436,RETIREMENT,ACTIVE,2015-05-28,2045-05-20,2843.45,87745.14,ZAR,QUARTERLY,2,SUBSTANDARD
POL0327,C0454,LIFE,ACTIVE,2018-05-09,2023-05-08,4200.89,657859.68,ZAR,MONTHLY,1,SUBSTANDARD
POL0328,C0348,INVESTMENT,ACTIVE,2020-09-01,2035-08-29,1214.48,59534.78,ZAR,MONTHLY,1,STANDARD
POL0329,C0812,SHORT_TERM,MATURED,2015-02-08,2035-02-03,2152.37,1331047.19,ZAR,ANNUALLY,4,STANDARD
POL0330,C0305,HEALTH,MATURED,2022-08-29,2052-08-21,5649.47,1354077.59,ZAR,ANNUALLY,3,STANDARD
POL0331,C0904,FUNERAL,ACTIVE,2021-03-25,2026-03-24,132.84,90109.02,ZAR,ANNUALLY,2,SUBSTANDARD
POL0332,C0737,HEALTH,ACTIVE,2022-04-02,2052-03-25,2696.01,2436713.2,ZAR,QUARTERLY,3,STANDARD
POL0333,C0887,LIFE,PAID_UP,2015-11-08,2030-11-04,2861.78,1032493.54,ZAR,QUARTERLY,5,STANDARD
POL0334,C0728,SHORT_TERM,CANCELLED,2023-01-09,2048-01-03,1248.32,1826243.81,ZAR,MONTHLY,4,DECLINED
POL0335,C0300,FUNERAL,ACTIVE,2018-02-25,2033-02-21,259.64,26061.96,ZAR,ANNUALLY,5,DECLINED
POL0336,C0240,INVESTMENT,CANCELLED,2024-02-23,2034-02-20,16810.16,474197.73,ZAR,QUARTERLY,2,PREFERRED
POL0337,C0793,HEALTH,LAPSED,2015-10-09,2035-10-04,4035.56,1276695.02,ZAR,QUARTERLY,4,PREFERRED
POL0338,C0951,RETIREMENT,LAPSED,2024-11-20,2044-11-15,21105.98,1422181.97,ZAR,MONTHLY,5,PREFERRED
POL0339,C0900,HEALTH,CANCELLED,2016-06-21,2031-06-18,5761.57,1758984.65,ZAR,ANNUALLY,2,DECLINED
POL0340,C0322,LIFE,ACTIVE,2022-10-06,2042-10-01,4957.42,961149.96,ZAR,QUARTERLY,4,SUBSTANDARD
POL0341,C0981,FUNERAL,ACTIVE,2016-07-14,2041-07-08,248.71,38225.2,ZAR,QUARTERLY,1,PREFERRED
POL0342,C0487,LIFE,ACTIVE,2022-08-13,2052-08-05,2749.54,558761.44,ZAR,MONTHLY,1,STANDARD
POL0343,C0841,FUNERAL,ACTIVE,2018-03-01,2048-02-22,170.59,82699.98,ZAR,QUARTERLY,3,STANDARD
POL0344,C0308,LIFE,ACTIVE,2026-06-03,2031-06-02,3719.73,1703899.91,ZAR,MONTHLY,2,STANDARD
POL0345,C0299,FUNERAL,ACTIVE,2015-10-16,2025-10-13,355.35,95735.15,ZAR,QUARTERLY,3,PREFERRED
POL0346,C0387,INVESTMENT,ACTIVE,2017-04-18,2047-04-11,1409.0,60705.1,ZAR,QUARTERLY,1,PREFERRED
POL0347,C0835,FUNERAL,ACTIVE,2026-06-20,2056-06-12,419.67,64680.32,ZAR,ANNUALLY,4,PREFERRED
POL0348,C0865,SHORT_TERM,ACTIVE,2019-06-30,2024-06-28,772.34,999661.42,ZAR,QUARTERLY,2,STANDARD
POL0349,C0640,SHORT_TERM,LAPSED,2020-04-03,2030-04-01,1959.6,119430.44,ZAR,MONTHLY,3,STANDARD
POL0350,C0680,HEALTH,MATURED,2020-02-22,2040-02-17,1433.88,3522544.54,ZAR,MONTHLY,5,STANDARD
POL0351,C0877,LIFE,MATURED,2022-09-30,2042-09-25,2309.19,917123.15,ZAR,QUARTERLY,1,STANDARD
POL0352,C0030,INVESTMENT,ACTIVE,2020-08-29,2040-08-24,6762.44,139345.08,ZAR,QUARTERLY,3,STANDARD
POL0353,C0806,RETIREMENT,MATURED,2023-02-20,2028-02-19,4883.3,206675.79,ZAR,QUARTERLY,1,PREFERRED
POL0354,C0251,INVESTMENT,LAPSED,2021-09-23,2036-09-19,12464.58,220363.49,ZAR,MONTHLY,1,STANDARD
POL0355,C0593,SHORT_TERM,ACTIVE,2015-11-14,2025-11-11,1971.56,1354614.9,ZAR,QUARTERLY,4,SUBSTANDARD
POL0356,C0018,FUNERAL,ACTIVE,2021-05-21,2041-05-16,139.39,40317.33,ZAR,MONTHLY,5,STANDARD
POL0357,C0757,HEALTH,CANCELLED,2017-04-20,2042-04-14,813.4,2477847.14,ZAR,MONTHLY,3,SUBSTANDARD
POL0358,C0868,LIFE,ACTIVE,2024-06-07,2034-06-05,604.94,114953.64,ZAR,ANNUALLY,4,SUBSTANDARD
POL0359,C0343,FUNERAL,ACTIVE,2021-12-05,2026-12-04,331.24,16827.7,ZAR,ANNUALLY,4,STANDARD
POL0360,C0342,FUNERAL,ACTIVE,2018-11-13,2043-11-07,371.1,80430.28,ZAR,QUARTERLY,2,SUBSTANDARD
POL0361,C0407,HEALTH,ACTIVE,2024-02-27,2039-02-23,4993.92,4542581.33,ZAR,MONTHLY,2,STANDARD
POL0362,C0635,SHORT_TERM,ACTIVE,2015-09-06,2025-09-03,1527.74,160293.01,ZAR,ANNUALLY,3,STANDARD
POL0363,C0550,LIFE,ACTIVE,2016-05-07,2026-05-05,2972.57,1266984.34,ZAR,ANNUALLY,5,PREFERRED
POL0364,C0953,INVESTMENT,ACTIVE,2025-08-16,2030-08-15,8377.23,138768.24,ZAR,QUARTERLY,3,STANDARD
POL0365,C0006,HEALTH,PAID_UP,2024-05-08,2029-05-07,2403.7,3382385.04,ZAR,ANNUALLY,5,PREFERRED
POL0366,C0939,SHORT_TERM,ACTIVE,2016-04-27,2021-04-26,2124.21,1556757.02,ZAR,MONTHLY,5,STANDARD
POL0367,C0918,LIFE,ACTIVE,2015-01-11,2025-01-08,540.07,183547.42,ZAR,MONTHLY,1,STANDARD
POL0368,C0356,SHORT_TERM,CANCELLED,2022-02-17,2027-02-16,1086.73,1033713.2,ZAR,QUARTERLY,2,STANDARD
POL0369,C0803,FUNERAL,MATURED,2021-01-15,2051-01-08,143.12,28604.19,ZAR,QUARTERLY,5,STANDARD
POL0370,C1000,RETIREMENT,ACTIVE,2025-01-12,2035-01-10,2427.83,87177.71,ZAR,QUARTERLY,3,STANDARD
POL0371,C0093,LIFE,ACTIVE,2025-07-25,2030-07-24,4467.43,2046708.02,ZAR,ANNUALLY,3,SUBSTANDARD
POL0372,C0364,HEALTH,PAID_UP,2024-01-08,2049-01-01,3794.02,4623031.14,ZAR,QUARTERLY,4,STANDARD
POL0373,C0616,SHORT_TERM,ACTIVE,2021-03-22,2031-03-20,849.22,683531.0,ZAR,MONTHLY,4,SUBSTANDARD
POL0374,C0219,RETIREMENT,ACTIVE,2021-05-27,2036-05-23,6655.3,553736.24,ZAR,MONTHLY,3,STANDARD
POL0375,C0763,LIFE,MATURED,2019-06-24,2044-06-17,491.81,141803.26,ZAR,QUARTERLY,1,STANDARD
POL0376,C0388,FUNERAL,CANCELLED,2020-10-01,2035-09-28,357.88,87412.09,ZAR,QUARTERLY,3,STANDARD
POL0377,C0742,RETIREMENT,LAPSED,2020-10-12,2050-10-05,20795.94,716161.31,ZAR,ANNUALLY,4,STANDARD
POL0378,C0512,HEALTH,ACTIVE,2020-03-21,2040-03-16,7026.9,3638132.8,ZAR,ANNUALLY,3,STANDARD
POL0379,C0513,RETIREMENT,ACTIVE,2018-01-15,2048-01-08,11278.96,239620.41,ZAR,MONTHLY,4,PREFERRED
POL0380,C0324,FUNERAL,CANCELLED,2015-11-15,2025-11-12,482.56,37588.07,ZAR,MONTHLY,2,STANDARD
POL0381,C0022,SHORT_TERM,LAPSED,2021-11-12,2041-11-07,2488.52,1603435.75,ZAR,QUARTERLY,3,STANDARD
POL0382,C0929,SHORT_TERM,MATURED,2021-05-22,2041-05-17,339.22,585122.46,ZAR,MONTHLY,2,STANDARD
POL0383,C0626,INVESTMENT,ACTIVE,2022-06-05,2027-06-04,16975.82,366455.32,ZAR,ANNUALLY,5,STANDARD
POL0384,C0162,RETIREMENT,CANCELLED,2023-02-16,2053-02-08,4592.46,416649.52,ZAR,ANNUALLY,2,STANDARD
POL0385,C0734,LIFE,LAPSED,2025-09-20,2055-09-13,1603.96,639239.83,ZAR,MONTHLY,3,STANDARD
POL0386,C0879,INVESTMENT,CANCELLED,2026-06-17,2041-06-13,18902.39,615903.93,ZAR,ANNUALLY,2,STANDARD
POL0387,C0582,FUNERAL,PAID_UP,2016-03-03,2026-03-01,233.58,20679.29,ZAR,MONTHLY,5,STANDARD
POL0388,C0632,SHORT_TERM,ACTIVE,2025-01-14,2045-01-09,2410.14,1587925.65,ZAR,MONTHLY,2,SUBSTANDARD
POL0389,C0572,INVESTMENT,ACTIVE,2016-09-17,2041-09-11,,426174.32,ZAR,ANNUALLY,2,PREFERRED
POL0390,C0999,RETIREMENT,ACTIVE,2019-02-27,2034-02-23,11021.66,876511.4,ZAR,MONTHLY,4,STANDARD
POL0391,C0287,INVESTMENT,ACTIVE,2021-01-15,2051-01-08,-16054.4,745064.09,ZAR,ANNUALLY,5,SUBSTANDARD
POL0392,C0814,FUNERAL,ACTIVE,2025-07-11,2050-07-05,316.09,74399.44,ZAR,MONTHLY,3,STANDARD
POL0393,C0129,LIFE,ACTIVE,2022-02-09,2042-02-04,316.19,61498.1,ZAR,QUARTERLY,1,STANDARD
POL0394,C0335,INVESTMENT,ACTIVE,2016-09-12,2041-09-06,9720.19,331946.05,ZAR,ANNUALLY,1,PREFERRED
POL0395,C0374,RETIREMENT,PAID_UP,2024-11-21,2054-11-14,6248.69,322359.5,ZAR,ANNUALLY,1,SUBSTANDARD
POL0396,C0032,HEALTH,ACTIVE,2022-12-21,2032-12-18,1541.22,4183884.72,ZAR,ANNUALLY,2,SUBSTANDARD
POL0397,C0750,RETIREMENT,ACTIVE,2024-10-27,2049-10-21,19627.06,1342639.16,ZAR,ANNUALLY,2,STANDARD
POL0398,C0903,FUNERAL,ACTIVE,2025-04-17,2040-04-13,384.06,64091.88,ZAR,ANNUALLY,5,STANDARD
POL0399,C0113,HEALTH,LAPSED,2018-03-10,2043-03-04,1811.66,665913.87,ZAR,ANNUALLY,2,STANDARD
POL0400,C0900,LIFE,MATURED,2019-09-02,2034-08-29,3261.03,1004226.04,ZAR,QUARTERLY,3,STANDARD
POL0401,C0977,LIFE,ACTIVE,2015-10-02,2030-09-28,2464.18,628956.31,ZAR,ANNUALLY,5,STANDARD
POL0402,,FUNERAL,ACTIVE,2021-11-27,2026-11-26,189.26,66856.62,ZAR,QUARTERLY,5,PREFERRED
POL0403,,RETIREMENT,ACTIVE,2025-10-02,2055-09-25,17814.3,836536.41,ZAR,ANNUALLY,3,STANDARD
POL0404,C0197,HEALTH,ACTIVE,2026-01-20,2051-01-14,5903.31,321127.3,ZAR,ANNUALLY,1,PREFERRED
POL0405,C0398,LIFE,LAPSED,2026-08-02,2041-07-29,2612.45,536392.57,ZAR,QUARTERLY,1,STANDARD
