transaction_id,customer_id,account_id,amount,currency,transaction_date,transaction_time,transaction_type,description,channel,status,reference_number
TX000516,C0716,A0528,860.38,ZAR,2024-02-14,12:22:45,DEBIT_ORDER,Debit Order - Ref 852222,ATM,COMPLETED,REF202C0A225FEE
TX000517,C0888,A0727,2397.83,ZAR,2026-01-27,10:36:12,DEPOSIT,Deposit - Ref 981786,MOBILE,COMPLETED,REF900F14113158
TX000518,C0946,A1019,4326.37,ZAR,2024-01-07,18:16:25,INTEREST,Interest - Ref 288666,ATM,COMPLETED,REF8C328543E6E7
TX000519,C0694,A1328,215.56,ZAR,2025-10-30,23:11:28,FEE,Fee - Ref 216034,MOBILE,COMPLETED,REFA7C1A6811E24
TX000520,C0817,A0842,4099.14,ZAR,2026-02-17,04:59:53,PAYMENT,Payment - Ref 762259,BRANCH,COMPLETED,REFAE1F93F11D79
TX000521,C0752,A0133,6236.19,ZAR,2025-07-28,13:32:55,TRANSFER,Transfer - Ref 120937,BRANCH,COMPLETED,REFF4CA86252B26
TX000522,C0675,A1242,1500.43,ZAR,2025-03-22,00:37:41,WITHDRAWAL,Withdrawal - Ref 171306,MOBILE,COMPLETED,REF85BC089F087D
TX000523,C0978,A0008,12813.03,ZAR,2025-10-31,14:03:03,TRANSFER,Transfer - Ref 305840,POS,COMPLETED,REFAA1C49EB68A4
TX000524,C0365,A0832,3044.23,ZAR,2025-06-24,00:22:59,DEPOSIT,Deposit - Ref 985007,ATM,COMPLETED,REFA18E522FFA4E
TX000525,C0945,A1073,23273.71,ZAR,2025-05-17,15:50:03,REVERSAL,Reversal - Ref 188737,ONLINE,COMPLETED,REF334360018EF1
TX000526,C0056,A0275,2537.54,ZAR,2026-06-21,03:06:36,INTEREST,Interest - Ref 452165,MOBILE,COMPLETED,REFB8B10F56804B
TX000527,C0254,A1229,1536.48,ZAR,2024-01-29,15:28:12,INTEREST,Interest - Ref 766621,MOBILE,COMPLETED,REFB3C168056C9B
TX000528,C0163,A0800,5028.76,ZAR,2025-08-30,05:09:02,TRANSFER,Transfer - Ref 471301,ATM,PENDING,REF858605FFDFA5
TX000529,C0696,A0247,487.72,ZAR,2025-01-12,12:15:54,WITHDRAWAL,Withdrawal - Ref 864760,ATM,FAILED,REF9B4964FA0D25
TX000530,C0774,A1358,39864.17,ZAR,2026-01-18,16:50:42,REVERSAL,Reversal - Ref 739433,ONLINE,COMPLETED,REF5D4699853305
TX000531,C0615,A1016,57.39,ZAR,2025-04-23,23:17:56,FEE,Fee - Ref 949843,BRANCH,COMPLETED,REF8B723F44CF93
TX000532,C0624,A0969,919.81,ZAR,2025-01-06,17:07:35,WITHDRAWAL,Withdrawal - Ref 237067,BRANCH,COMPLETED,REFD96A9D037E72
TX000533,C0952,A1018,938.07,ZAR,2025-06-05,14:18:31,DEBIT_ORDER,Debit Order - Ref 573040,MOBILE,COMPLETED,REF87665CE1ED6F
TX000534,C0880,A1258,329.03,ZAR,2024-11-10,06:34:15,FEE,Fee - Ref 490954,MOBILE,COMPLETED,REFB9452C6BB64D
TX000535,C0670,A0962,2091.2,ZAR,2024-06-30,11:09:49,TRANSFER,Transfer - Ref 137849,ATM,COMPLETED,REF28612BD131B4
TX000536,C0564,A0127,4461.37,ZAR,2025-03-12,20:36:07,INTEREST,Interest - Ref 255927,MOBILE,COMPLETED,REFB1AA9C20800D
TX000537,C0253,A1183,4414.88,ZAR,2025-08-05,13:37:36,TRANSFER,Transfer - Ref 298337,ONLINE,COMPLETED,REFD9673C492DB4
TX000538,C0317,A0077,293.47,ZAR,2025-10-04,02:15:48,WITHDRAWAL,Withdrawal - Ref 682078,MOBILE,COMPLETED,REF69D18D8AAD06
TX000539,C0491,A0658,2656.54,ZAR,2025-06-11,23:46:50,INTEREST,Interest - Ref 600633,MOBILE,COMPLETED,REF77E69FFCE5A1
TX000540,C0527,,24158.4,ZAR,2025-03-09,22:10:03,DEPOSIT,Deposit - Ref 242345,MOBILE,COMPLETED,REF22600BD9BD02
TX000541,C0985,,12716.38,ZAR,2025-05-31,03:07:11,REVERSAL,Reversal - Ref 685661,ONLINE,COMPLETED,REFE8D2D82F2A27
TX000542,C0462,A1361,243.22,ZAR,2024-10-24,23:23:07,WITHDRAWAL,Withdrawal - Ref 574016,ONLINE,REVERSED,REFD3AB5822EE84
TX000543,C0784,A0262,885.2,ZAR,2025-08-15,07:05:28,DEPOSIT,Deposit - Ref 776110,MOBILE,COMPLETED,REF5D74ADCAF83D
TX000544,C0032,A0017,2117.75,ZAR,2025-08-04,20:17:43,WITHDRAWAL,Withdrawal - Ref 856255,ATM,COMPLETED,REF6586C69245E2
TX000545,C0644,A1320,2835.56,ZAR,2024-11-19,10:30:44,PAYMENT,Payment - Ref 792234,MOBILE,COMPLETED,REFBE748C8BF629
TX000546,C0158,A1153,4610.91,ZAR,2025-04-14,09:13:04,TRANSFER,Transfer - Ref 231637,BRANCH,COMPLETED,REF0E6AB198EFC9
TX000547,C0549,A1313,107.17,ZAR,2024-09-10,16:59:44,FEE,Fee - Ref 180207,ONLINE,COMPLETED,REF26A42BF9A04B
TX000548,,A0721,2330.91,ZAR,2026-05-27,18:09:57,PAYMENT,Payment - Ref 581744,ONLINE,COMPLETED,REFF673D0E6F1D1
TX000549,C0951,A1056,1080.63,ZAR,2026-01-20,06:24:37,PAYMENT,Payment - Ref 835921,ATM,COMPLETED,REFD2B4C6383C78
TX000550,C0260,A0722,940.4,ZAR,2025-09-18,08:12:12,INTEREST,Interest - Ref 704627,ONLINE,COMPLETED,REFF9421EDD9C27
TX000551,C0710,A0944,373.64,ZAR,2026-04-05,16:34:20,PAYMENT,Payment - Ref 440276,ONLINE,COMPLETED,REF7498CC6074C3
TX000552,C0139,A0558,717.52,ZAR,2026-03-03,18:41:58,WITHDRAWAL,Withdrawal - Ref 385827,ONLINE,COMPLETED,REFD5CF55130361
TX000553,C0749,A1469,654.75,ZAR,2024-01-17,09:09:54,TRANSFER,Transfer - Ref 610430,ATM,COMPLETED,REFC1E48F501CFA
TX000554,C0253,A0534,1763.61,ZAR,2024-12-23,08:53:37,WITHDRAWAL,Withdrawal - Ref 257552,ONLINE,FAILED,REF6C3709A6D809
TX000555,C0735,A0219,1450.14,ZAR,2025-06-01,17:56:40,TRANSFER,Transfer - Ref 744824,MOBILE,PENDING,REFDBB0988CFAC3
TX000556,C0626,A1275,524.14,ZAR,2024-08-07,04:48:54,TRANSFER,Transfer - Ref 758145,MOBILE,COMPLETED,REF62713468E2F8
TX000557,C0491,A0658,482.32,ZAR,2025-06-25,09:50:32,WITHDRAWAL,Withdrawal - Ref 764965,ONLINE,COMPLETED,REF972A957A3F45
TX000558,C0923,A1468,1927.31,ZAR,2024-07-12,09:29:23,REVERSAL,Reversal - Ref 514839,ONLINE,COMPLETED,REF04422088D634
TX000559,C0190,A0844,1799.96,ZAR,2026-05-11,21:10:24,DEBIT_ORDER,Debit Order - Ref 296478,MOBILE,FAILED,REF815E489DF621
TX000560,C0336,A0663,557.54,ZAR,2025-03-02,05:00:58,DEBIT_ORDER,Debit Order - Ref 286508,POS,COMPLETED,REF9FFAA3142F01
TX000561,C0398,A0700,408.84,ZAR,2026-03-23,12:39:45,DEBIT_ORDER,Debit Order - Ref 829564,ONLINE,COMPLETED,REFC6A66413C5CF
TX000562,C0029,A1167,1469.13,ZAR,2024-01-05,15:53:55,DEBIT_ORDER,Debit Order - Ref 187409,ATM,COMPLETED,REFDCE38D83D650
TX000563,C0299,A0605,849.77,ZAR,2024-10-09,12:24:58,WITHDRAWAL,Withdrawal - Ref 165073,POS,COMPLETED,REF822E9862A658
TX000564,C0821,A0698,596.85,ZAR,2025-04-28,21:03:46,DEBIT_ORDER,Debit Order - Ref 794148,ONLINE,COMPLETED,REFDF7963E00AE2
TX000565,C0168,A0512,891.98,ZAR,2024-02-22,14:36:49,TRANSFER,Transfer - Ref 474834,ONLINE,COMPLETED,REFC7BFFF44822D
TX000566,C0935,A0274,2560.8,ZAR,2024-09-22,20:48:47,TRANSFER,Transfer - Ref 189556,BRANCH,COMPLETED,REF4540D92045CF
TX000567,C0392,A0350,700.58,ZAR,2024-10-25,20:06:31,DEPOSIT,Deposit - Ref 454370,MOBILE,COMPLETED,REF5C7178EED9B6
TX000568,C0315,A0086,220.88,ZAR,2025-11-11,02:33:46,FEE,Fee - Ref 452086,ONLINE,COMPLETED,REF72867248E90F
TX000569,C0287,A1381,162.8,ZAR,2025-03-21,12:23:46,WITHDRAWAL,Withdrawal - Ref 942655,ONLINE,COMPLETED,REF6E1BAF64590C
TX000570,C0449,A1224,615.44,USD,2024-12-02,13:44:48,TRANSFER,Transfer - Ref 435014,MOBILE,COMPLETED,REF4C795849517E
TX000571,C0518,A1255,1312.68,ZAR,2025-11-13,11:46:30,TRANSFER,Transfer - Ref 675462,ONLINE,COMPLETED,REF3AD74C042864
TX000572,C0429,A0675,-4068.0,ZAR,2026-01-25,09:37:11,DEPOSIT,Deposit - Ref 278450,ONLINE,COMPLETED,REF8AA07CD94803
TX000573,C0301,A0238,16531.69,ZAR,2025-10-28,09:10:36,TRANSFER,Transfer - Ref 711211,POS,COMPLETED,REFBF2568C691BA
TX000574,,A0232,3069.26,ZAR,2024-04-22,09:00:48,DEBIT_ORDER,Debit Order - Ref 188175,ONLINE,COMPLETED,REF3ADBCC5B271C
TX000575,C0029,A0742,4507.39,ZAR,2025-08-18,06:37:07,INTEREST,Interest - Ref 398330,ATM,COMPLETED,REF52560144809F
TX000576,,A0316,905.13,ZAR,2026-07-16,03:53:10,PAYMENT,Payment - Ref 960661,BRANCH,COMPLETED,REF51DD2744EDC5
TX000577,C0190,A0619,1071.89,ZAR,2024-06-04,01:39:57,PAYMENT,Payment - Ref 630672,MOBILE,COMPLETED,REF1D17CE408123
TX000578,C0272,A0893,2022.2,ZAR,2025-10-01,09:34:04,INTEREST,Interest - Ref 824599,MOBILE,COMPLETED,REF3D81FF434A97
TX000579,,A1229,401.9,ZAR,2024-09-10,21:24:29,TRANSFER,Transfer - Ref 800474,MOBILE,COMPLETED,REF815B6122411C
TX000580,C0415,A0209,1567.73,ZAR,2024-10-06,22:40:36,INTEREST,Interest - Ref 229765,POS,FAILED,REF664EE08EE953
TX000581,C0440,A0392,2926.28,ZAR,2026-01-06,03:35:41,DEPOSIT,Deposit - Ref 126672,ATM,COMPLETED,REF0D625DBFAA47
TX000582,C0564,A0127,441.92,ZAR,2024-08-10,03:22:25,FEE,Fee - Ref 969082,ATM,COMPLETED,REFB000FD7D74FB
TX000583,C0781,A0483,775.58,ZAR,2024-07-06,17:16:59,DEBIT_ORDER,Debit Order - Ref 850010,POS,COMPLETED,REF4715F2651AC8
TX000584,FAKE_2DE6C89C,A0303,1615.28,ZAR,2025-02-08,05:25:30,DEBIT_ORDER,Debit Order - Ref 974125,ONLINE,COMPLETED,REF372EEB8342AB
TX000585,C0938,A0324,406.39,ZAR,2024-05-22,10:15:59,PAYMENT,Payment - Ref 975595,POS,PENDING,REFBD5653F1AA9A
TX000586,FAKE_5433AEEC,A0326,1118.06,ZAR,2025-07-03,13:28:51,WITHDRAWAL,Withdrawal - Ref 141266,ATM,COMPLETED,REF1470D6E580D9
TX000587,C0143,A0061,6900.07,ZAR,2026-03-02,04:39:58,DEBIT_ORDER,Debit Order - Ref 867286,ONLINE,REVERSED,REFD944A6021247
TX000588,C0763,A1354,32007.6,ZAR,2026-07-20,13:45:25,REVERSAL,Reversal - Ref 592585,MOBILE,REVERSED,REF7CC6166D5B2C
TX000589,C0761,A1436,24365.4,ZAR,2024-05-17,02:02:28,REVERSAL,Reversal - Ref 781877,MOBILE,COMPLETED,REF63BB03E8E481
TX000590,C0219,A1410,962.46,ZAR,2024-01-21,07:53:13,PAYMENT,Payment - Ref 832910,ONLINE,COMPLETED,REF3C09149BDD0A
TX000591,C0462,A0150,1775.88,ZAR,2025-12-05,21:52:51,PAYMENT,Payment - Ref 890969,MOBILE,COMPLETED,REFEAA03EB288CD
TX000592,C0326,A0297,2510.34,ZAR,2026-03-28,14:51:08,DEBIT_ORDER,Debit Order - Ref 461407,ONLINE,COMPLETED,REF37F1941C88C3
TX000593,C0420,A0593,990.46,ZAR,2025-03-23,23:51:42,TRANSFER,Transfer - Ref 657684,MOBILE,COMPLETED,REF5A23BA7BCF03
TX000594,C0335,A0365,49904.55,ZAR,2025-03-20,23:48:45,REVERSAL,Reversal - Ref 847959,ONLINE,COMPLETED,REF0F29E156AC12
TX000595,C0224,A1433,3729.74,ZAR,2024-08-12,17:42:06,DEPOSIT,Deposit - Ref 944038,MOBILE,COMPLETED,REF3BBC6F54A6FF
TX000596,C0417,A1048,673.57,ZAR,2026-07-18,12:41:12,WITHDRAWAL,Withdrawal - Ref 803193,MOBILE,COMPLETED,REFA6C67811BB58
TX000597,C0888,A0941,2584.7,ZAR,2025-05-04,23:58:02,INTEREST,Interest - Ref 387516,ONLINE,COMPLETED,REF2609336D6295
TX000598,C0260,A0722,38674.98,ZAR,2024-08-24,02:33:39,REVERSAL,Reversal - Ref 731331,MOBILE,COMPLETED,REF9ECD1252A504
TX000599,C0455,A0166,3411.64,ZAR,2025-08-30,05:43:05,INTEREST,Interest - Ref 782413,ONLINE,COMPLETED,REF213DEEBAC7D6
TX000600,C0118,A1449,36009.75,ZAR,2024-12-20,00:52:30,REVERSAL,Reversal - Ref 996190,POS,COMPLETED,REFD3347C276C2A
TX000601,C0626,A0982,8.03,ZAR,2025-07-25,17:58:49,FEE,Fee - Ref 411985,MOBILE,COMPLETED,REF046F2B5A8C34
TX000602,C0411,A1249,997.12,ZAR,2024-12-20,14:24:32,INTEREST,Interest - Ref 536363,BRANCH,COMPLETED,REFD0937A441C75
TX000603,C0487,A0145,733.39,ZAR,2025-07-13,00:51:20,WITHDRAWAL,Withdrawal - Ref 706916,MOBILE,COMPLETED,REFA3A09C1E55B9
TX000604,C0831,A0527,433.72,ZAR,2026-01-27,11:17:47,DEBIT_ORDER,Debit Order - Ref 279636,ONLINE,COMPLETED,REF221D5048F098
TX000605,C0939,A0682,54.91,ZAR,2026-04-16,06:45:02,FEE,Fee - Ref 878563,MOBILE,COMPLETED,REFB241A275D1D1
TX000606,C0576,A0603,1875.75,ZAR,2025-08-18,13:13:42,TRANSFER,Transfer - Ref 822221,MOBILE,PENDING,REF9B62C10C09B9
TX000607,C0715,A1442,3816.15,ZAR,2024-01-27,19:26:31,TRANSFER,Transfer - Ref 423614,MOBILE,COMPLETED,REF6CA651962A9A
TX000608,C0244,A0879,2838.82,ZAR,2025-02-15,11:46:38,WITHDRAWAL,Withdrawal - Ref 110293,POS,COMPLETED,REFFEEAACEA50BB
TX000609,C0985,A0063,3467.28,ZAR,2024-03-07,15:15:31,DEBIT_ORDER,Debit Order - Ref 249277,ONLINE,COMPLETED,REF8AEAB1529E37
TX000610,C0981,A0860,42171.74,ZAR,2026-03-16,14:55:02,REVERSAL,Reversal - Ref 843828,ONLINE,FAILED,REF30B5294D9FBC
TX000611,C0719,A1390,25672.67,ZAR,2024-08-09,20:52:34,DEPOSIT,Deposit - Ref 217479,ONLINE,COMPLETED,REFE1279C44ACCA
TX000612,C0560,A0130,308.79,ZAR,2024-12-27,09:43:28,WITHDRAWAL,Withdrawal - Ref 877753,BRANCH,COMPLETED,REFA1D36BA6CBC6
TX000613,C0529,A0285,6690.75,ZAR,2024-03-13,05:28:47,TRANSFER,Transfer - Ref 432580,POS,COMPLETED,REFAE405F6BD0AB
TX000614,C0738,A1020,798.98,ZAR,2024-03-13,02:19:38,WITHDRAWAL,Withdrawal - Ref 982127,POS,COMPLETED,REFB04EEB787F82
TX000615,C0807,A0216,15180.45,ZAR,2025-07-01,16:25:10,PAYMENT,Payment - Ref 352431,ONLINE,COMPLETED,REFB4A80786FABA
TX000616,C0439,A0685,415.73,ZAR,2025-11-20,00:01:15,DEBIT_ORDER,Debit Order - Ref 953581,POS,COMPLETED,REF23AD6FBF1F56
TX000617,C0308,A0039,287.23,ZAR,2025-12-22,13:19:35,WITHDRAWAL,Withdrawal - Ref 490304,BRANCH,COMPLETED,REF911F890B1673
TX000618,C0067,A0092,1636.98,ZAR,2024-03-10,16:09:19,DEPOSIT,Deposit - Ref 179484,BRANCH,COMPLETED,REF1449B5E5A112
TX000619,C0556,A0179,2324.78,ZAR,2025-06-14,08:27:04,REVERSAL,Reversal - Ref 545237,MOBILE,COMPLETED,REFB3D7E6E81966
TX000620,C0055,A0913,79.53,ZAR,2024-07-07,02:18:36,WITHDRAWAL,Withdrawal - Ref 736047,MOBILE,COMPLETED,REF2E6416792A4E
TX000621,C0115,A0023,393.17,ZAR,2025-11-11,04:01:17,WITHDRAWAL,Withdrawal - Ref 296826,MOBILE,COMPLETED,REFF4CEFAE56747
TX000622,C0662,A0524,311.33,ZAR,2026-01-11,06:19:19,WITHDRAWAL,Withdrawal - Ref 236010,ONLINE,COMPLETED,REF0DBF96914A93
TX000623,C0126,A0136,1313.53,ZAR,2026-04-04,00:18:53,PAYMENT,Payment - Ref 514290,ONLINE,COMPLETED,REFAE8A1DBFF19C
TX000624,C0047,A0599,3018.86,ZAR,2024-07-23,03:15:21,TRANSFER,Transfer - Ref 484184,MOBILE,COMPLETED,REF115B82937B48
TX000625,C0494,A1170,10419.19,ZAR,2024-05-16,01:46:30,DEBIT_ORDER,Debit Order - Ref 896749,POS,COMPLETED,REF505494EA89AA
TX000626,C0411,A1395,7711.16,ZAR,2025-11-26,07:38:22,DEPOSIT,Deposit - Ref 543823,ATM,REVERSED,REF7BAB975916EB
TX000627,C0360,A0951,1674.21,ZAR,2025-11-03,02:31:24,DEPOSIT,Deposit - Ref 933524,ATM,COMPLETED,REF8005908B9F0E
TX000628,C0254,A1229,35779.95,ZAR,2026-07-16,14:31:27,REVERSAL,Reversal - Ref 599249,BRANCH,PENDING,REFF677B19E0DF4
TX000629,C0607,A0131,270.86,ZAR,2025-05-27,15:29:42,WITHDRAWAL,Withdrawal - Ref 180170,ONLINE,COMPLETED,REFA508B907A5F5
TX000630,C0824,A1100,3781.51,ZAR,2025-06-29,18:14:39,TRANSFER,Transfer - Ref 578645,MOBILE,COMPLETED,REF6D87BDF83990
TX000631,C0315,A0086,224.91,ZAR,2025-06-02,15:14:02,DEBIT_ORDER,Debit Order - Ref 388264,MOBILE,COMPLETED,REFB8734948B629
TX000632,C0557,A0654,370.94,ZAR,2025-02-23,16:51:53,FEE,Fee - Ref 188598,MOBILE,COMPLETED,REFBD85D8397930
TX000633,C0479,A1484,4152.47,ZAR,2024-10-14,03:34:35,WITHDRAWAL,Withdrawal - Ref 818894,ONLINE,FAILED,REF2A8E4D84F988
TX000634,C0204,A1186,3896.51,ZAR,2026-01-15,21:02:15,INTEREST,Interest - Ref 756805,MOBILE,COMPLETED,REF5F50F6CEB98F
TX000635,C0563,A0993,257.45,ZAR,2025-09-26,06:58:36,FEE,Fee - Ref 211194,ATM,COMPLETED,REF98FE9C2A8E57
TX000636,C0085,A0667,2163.41,ZAR,2025-11-08,12:46:08,WITHDRAWAL,Withdrawal - Ref 134569,MOBILE,COMPLETED,REF2F89A7569AF8
TX000637,C0137,A0627,416.06,ZAR,2026-02-24,07:37:11,WITHDRAWAL,Withdrawal - Ref 569823,ONLINE,COMPLETED,REF854292D0FECE
TX000638,C0291,A0516,-140.36,ZAR,2026-08-23,13:14:33,PAYMENT,Payment - Ref 429266,ATM,PENDING,REF29B4B66B22A9
TX000639,C0250,A0018,11543.44,ZAR,2024-02-25,23:29:40,DEPOSIT,Deposit - Ref 178332,ATM,COMPLETED,REFA2BF6DCB2DFE
TX000640,C0690,A1145,955.8,ZAR,2024-07-09,01:43:57,DEBIT_ORDER,Debit Order - Ref 463190,MOBILE,COMPLETED,REF799B83B6FB3E
TX000641,C0399,A1473,379.1,ZAR,2025-11-20,10:17:18,FEE,Fee - Ref 896205,ATM,COMPLETED,REFA4489A416672
TX000642,C0004,A1058,2285.6,ZAR,2025-12-16,16:55:33,INTEREST,Interest - Ref 664182,POS,COMPLETED,REFB9C7CB6AB79E
TX000643,C0800,A0338,10278.57,ZAR,2026-03-29,03:48:59,DEPOSIT,Deposit - Ref 132803,BRANCH,COMPLETED,REFF3AF01C4A404
TX000644,C0615,A0287,16185.0,ZAR,2026-08-05,08:01:49,PAYMENT,Payment - Ref 892824,MOBILE,COMPLETED,REFB1F88368BA54
TX000645,C0341,A0140,735.78,ZAR,2026-03-12,05:18:25,TRANSFER,Transfer - Ref 210782,BRANCH,COMPLETED,REFC4C894D7CB90
TX000646,C0456,A1008,1103.56,ZAR,2026-07-02,08:06:56,PAYMENT,Payment - Ref 124102,POS,REVERSED,REFB27A9434DD37
TX000647,C0613,A1131,2050.19,ZAR,2024-03-24,16:26:16,INTEREST,Interest - Ref 386703,ONLINE,COMPLETED,REF25E3D5A88E1C
TX000648,C0047,A0599,1160.23,ZAR,2026-04-23,15:03:44,DEBIT_ORDER,Debit Order - Ref 371330,MOBILE,COMPLETED,REF3DC87348B764
TX000649,C0620,A0169,920.49,ZAR,2026-04-04,00:07:32,TRANSFER,Transfer - Ref 585685,MOBILE,COMPLETED,REFB99E520398DD
TX000650,C0338,A0497,5557.2,ZAR,2024-11-30,14:49:03,DEPOSIT,Deposit - Ref 826598,ONLINE,COMPLETED,REF77599D96111D
TX000651,C0453,A0060,12251.48,ZAR,2024-11-11,12:42:27,REVERSAL,Reversal - Ref 910211,MOBILE,REVERSED,REFF2153117066F
TX000652,C0386,A0989,304.56,ZAR,2025-09-07,21:03:48,DEBIT_ORDER,Debit Order - Ref 324174,MOBILE,COMPLETED,REFA18F48284E2C
TX000653,C0431,A0467,1460.35,ZAR,2026-04-02,14:28:39,TRANSFER,Transfer - Ref 723694,ATM,COMPLETED,REF4BF2D051E2CA
TX000654,C0525,A1209,3362.01,ZAR,2024-09-24,12:53:36,DEPOSIT,Deposit - Ref 268657,ONLINE,COMPLETED,REFF5253BC96CE3
TX000655,C0789,A1081,3911.43,ZAR,2024-04-17,21:12:03,TRANSFER,Transfer - Ref 197773,MOBILE,COMPLETED,REF4D1454C9DBAF
TX000656,,A0591,1355.08,ZAR,2024-05-19,07:05:52,WITHDRAWAL,Withdrawal - Ref 377125,POS,COMPLETED,REFF5E93DC29372
TX000657,C0241,A0762,334.63,ZAR,2025-06-06,03:10:29,TRANSFER,Transfer - Ref 485041,MOBILE,PENDING,REFD1ED08AFF4A9
TX000658,C0281,A0973,174.0,ZAR,2024-01-23,07:17:15,PAYMENT,Payment - Ref 895794,MOBILE,COMPLETED,REF7D8E02D38009
TX000659,C0035,,444.71,ZAR,2026-04-05,21:30:18,FEE,Fee - Ref 129710,POS,COMPLETED,REFF73EF50E7E6F
TX000660,C0065,A1411,108.94,ZAR,2024-05-21,10:05:56,FEE,Fee - Ref 780949,BRANCH,COMPLETED,REF92C576C572D3
TX000661,C0462,A0150,132.63,ZAR,2025-10-14,02:07:37,FEE,Fee - Ref 976575,POS,COMPLETED,REF62C102D03875
TX000662,C0645,A0282,5080.74,ZAR,2025-01-23,00:31:06,PAYMENT,Payment - Ref 359885,BRANCH,COMPLETED,REF8D359BA341A1
TX000663,C0366,A0418,1633.98,ZAR,2026-03-13,01:23:55,PAYMENT,Payment - Ref 234841,ONLINE,REVERSED,REF754D8465509B
TX000664,C0235,A0634,446.67,ZAR,2024-06-16,20:55:27,DEBIT_ORDER,Debit Order - Ref 922267,POS,COMPLETED,REF3D38F7AA76F7
TX000665,C0157,A0501,409.07,ZAR,2025-07-27,08:42:08,FEE,Fee - Ref 431311,ATM,COMPLETED,REF55D1FF42B0F1
TX000666,C0674,A0839,18522.25,ZAR,2026-09-13,21:20:42,TRANSFER,Transfer - Ref 901581,MOBILE,COMPLETED,REF416F752B05EB
TX000667,C0801,A0638,1259.93,ZAR,2026-01-22,04:26:50,DEBIT_ORDER,Debit Order - Ref 835865,ONLINE,COMPLETED,REF15CC308A3CF5
TX000668,C0429,A0675,108.78,ZAR,2026-02-20,10:34:09,FEE,Fee - Ref 520978,MOBILE,COMPLETED,REF1A24EA3DA2DE
TX000669,C0577,A1280,34.71,ZAR,2024-04-19,08:54:39,FEE,Fee - Ref 708729,ATM,COMPLETED,REFA0FC5A55458E
TX000670,C0320,A0065,9694.34,ZAR,2026-03-29,06:08:12,DEPOSIT,Deposit - Ref 464209,MOBILE,COMPLETED,REFB0E706618C4D
TX000671,C0933,A0713,1189.18,ZAR,2025-12-11,06:42:47,PAYMENT,Payment - Ref 759115,MOBILE,COMPLETED,REFE8D8BC96FC35
TX000672,C0622,A1041,13002.51,ZAR,2024-12-10,00:59:51,PAYMENT,Payment - Ref 619923,MOBILE,COMPLETED,REFAAECC11560E4
TX000673,C0778,A1467,25160.01,ZAR,2025-08-22,21:56:57,TRANSFER,Transfer - Ref 761076,ATM,COMPLETED,REF640E7E742420
TX000674,C0529,A0739,813.42,ZAR,2026-03-18,09:58:08,DEBIT_ORDER,Debit Order - Ref 475524,ONLINE,COMPLETED,REF12A0FE106AE3
TX000675,C0438,A0970,24458.42,ZAR,2024-09-16,09:49:58,REVERSAL,Reversal - Ref 386756,MOBILE,COMPLETED,REFF9F619BD7B66
TX000676,C0001,A1203,1757.37,ZAR,2024-02-04,09:27:18,WITHDRAWAL,Withdrawal - Ref 945920,ONLINE,COMPLETED,REFEB6161A2B4DE
TX000677,C0358,A0792,5683.8,ZAR,2025-02-03,09:34:27,DEPOSIT,Deposit - Ref 232021,POS,COMPLETED,REFE40BEFC497F1
TX000678,C0573,A0746,402.15,ZAR,2025-05-23,14:37:14,FEE,Fee - Ref 923297,ATM,REVERSED,REF8610C4562EA7
TX000679,C0910,A0721,5666.68,ZAR,2025-10-30,12:01:37,DEBIT_ORDER,Debit Order - Ref 205566,ONLINE,COMPLETED,REFC0F8C6416543
TX000680,C0754,A0521,344.5,ZAR,2025-04-24,05:55:23,PAYMENT,Payment - Ref 365584,ATM,COMPLETED,REF12702A865A7B
TX000681,C0863,A0406,227.18,ZAR,2026-02-12,13:03:36,INTEREST,Interest - Ref 974367,POS,COMPLETED,REF68DAD7AE01B0
TX000682,C0210,A0456,5919.76,ZAR,2026-05-12,20:47:16,DEPOSIT,Deposit - Ref 591503,ONLINE,COMPLETED,REF922D3FE78065
TX000683,C0520,A0814,8590.61,ZAR,2025-01-04,21:57:50,DEPOSIT,Deposit - Ref 209212,BRANCH,COMPLETED,REF4B8C64D94A67
TX000684,C0188,A0255,3871.52,ZAR,2024-08-10,04:23:03,INTEREST,Interest - Ref 780614,ATM,COMPLETED,REF9F5932DEC806
TX000685,C0630,A1419,132.89,ZAR,2024-09-09,21:40:38,DEBIT_ORDER,Debit Order - Ref 633217,POS,COMPLETED,REFC4CDCF63B4D4
TX000686,C0444,A0548,913.01,ZAR,2025-04-15,17:36:22,DEPOSIT,Deposit - Ref 262837,BRANCH,COMPLETED,REF7CB26F53DCB9
TX000687,C0356,A0186,29596.94,ZAR,2024-09-27,18:26:46,REVERSAL,Reversal - Ref 375317,MOBILE,COMPLETED,REF646F2594EC4E
TX000688,C0500,A1239,357.07,ZAR,2024-12-28,14:46:32,FEE,Fee - Ref 221608,ONLINE,COMPLETED,REFC4D58D41AB98
TX000689,C0871,A1487,84.87,ZAR,2025-05-19,22:55:18,TRANSFER,Transfer - Ref 814136,BRANCH,COMPLETED,REF4DBB5F0C1168
TX000690,C0565,A0295,36480.91,ZAR,2025-06-25,07:08:54,REVERSAL,Reversal - Ref 252112,POS,COMPLETED,REF2ECA7EAD88CF
TX000691,,A0049,2276.95,ZAR,2024-08-06,19:13:25,DEPOSIT,Deposit - Ref 797995,POS,COMPLETED,REFED5CAC5AB940
